[[-0.24079177375356897, 0.15971488245624477, 0.14472135312544127, 0.008220650482165996, 0.009542496663298294, -0.015065119306458732]]	[[0.10019732690196598, -0.4996426630612534, 0.2643474332080751, -1.2090078567025027, 2.899615118893137, -0.00021776801247593797]]
[[-0.24206588430813744, 0.19466092004629945, 0.010646235028864815, 0.010055361499372445, 0.006739079179613245, -0.01176954841140344]]	[[0.10020801808780368, -0.4996423294874544, 0.2642681206088199, -1.208989060869229, 2.8996332914061553, -9.594843054745283e-05]]
[[-0.08963051552987678, 0.13852291669349429, 0.030377425685716233, 0.00794824039235139, 0.0062767051874551396, -0.010578403024048378]]	[[0.10020520867027617, -0.4996420802056785, 0.2642602878977294, -1.2090076695698386, 2.899586019452834, -0.00010929946887291505]]
[[-0.07791285987859838, 0.04843805900006507, 0.012219273216410977, 0.0037242615745158416, 0.006207559441046318, -0.006709935763420336]]	[[0.10020867573523319, -0.4996416476722093, 0.2642490943697665, 1.2090388546001367, -2.899584195438912, 0.00018062674651215762]]
[[-0.17208158474653362, 0.28332595401874466, -0.019264254707164585, 0.0140381392815047, 0.008649285978217663, -0.013956909485400348]]	[[0.10020074218668233, -0.4996393543807004, 0.2641986699348913, -1.2090675709139118, 2.8995569003291393, -9.063770248262333e-05]]
[[-0.07876306017228465, 0.09997307903505055, 0.0831376177314602, 0.009694833585610907, 0.005832398543333412, -0.014962645879582131]]	[[0.10021677857835769, -0.4996345338075767, 0.26420078310200507, -1.2090181678283323, 2.89961549511477, -0.00010824279791066396]]
[[-0.14045711228833216, -0.07326827028171631, 0.056634948839447904, 0.003922849823217614, 0.004817911529574229, -0.010730677776573494]]	[[0.10021527291214434, -0.49963818607268046, 0.26415175983183903, -1.2091291423597048, 2.899568958506479, -0.00010967163147663823]]
[[-0.1064624704761957, 0.11379893747174641, 0.20363295443245144, 0.010541302372667783, 0.007434584509158249, -0.010158671774714119]]	[[0.1001854338284425, -0.49963535755171884, 0.26411309153321916, 1.2090143263156468, -2.899607240357014, -3.5502221731822234e-05]]
[[-0.20974085752230642, 0.11327121927503608, 0.25481504070602323, 0.006018492952085959, 0.006217060254602898, -0.013474354680233839]]	[[0.1001885426806694, -0.49964958992759645, 0.264064245694206, -1.2089966136235686, 2.899640883093233, -1.9776378200423302e-05]]
[[-0.15390681400389758, 0.0489238939301272, 0.09380638148390164, 0.008453656897341018, 0.005337300010111234, -0.010947488502568829]]	[[0.10024086648500352, -0.4996323017813685, 0.26407958249885927, -1.209093695774354, 2.8994932923743404, -0.00013204626971841316]]
