[[-0.01107520229512818, -0.017105774512698083, -0.1749767326371558, 0.007770282980127295, -0.004653705863384678, 4.458892240167668e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.0012808115803490654, -0.05037266785956614, -0.23682993216238424, 0.02832589771120466, 0.0030010055568242804, 1.3914889525280461e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.01363682545582631, -0.0836395612064342, -0.2986831316876127, 0.048881512442282025, 0.010655716977033238, 2.3370886810393255e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.025992839331303558, -0.11690645455330227, -0.3605363312128411, 0.0694371271733594, 0.018310428397242198, 3.282688409550605e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.0383488532067808, -0.15017334790017034, -0.4223895307380695, 0.08999274190443676, 0.025965139817451157, 4.228288138061884e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.05070486708225805, -0.1834402412470384, -0.48424273026329795, 0.11054835663551413, 0.03361985123766011, 5.173887866573163e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.0630608809577353, -0.21670713459390645, -0.5460959297885264, 0.1311039713665915, 0.04127456265786907, 6.119487595084444e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.05023145702579636, -0.18353122785080056, -0.48284715579595555, 0.1104043096906031, 0.03335015967513213, 5.1796428639219195e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.03740203309385742, -0.15035532110769467, -0.4195983818033847, 0.0897046480146147, 0.025425756692395187, 4.2397981327593954e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.024572609161918488, -0.11717941436458881, -0.35634960781081393, 0.0690049863386263, 0.017501353709658246, 3.299953401596871e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[0.011743185229979552, -0.08400350762148293, -0.2931008338182431, 0.0483053246626379, 0.009576950726921302, 2.3601086704343466e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.0010862387019593828, -0.05082760087837704, -0.22985205982567225, 0.0276056629866495, 0.0016525477441843572, 1.4202639392718225e-05]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.013915662633898322, -0.017651694135271193, -0.1666032858331014, 0.006906001310661102, -0.0062718552385525785, 4.804192081092985e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.013873867178490672, -0.018459215633073303, -0.16752855852914056, 0.007361400282268008, -0.0062028843325901495, 4.757190757363288e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01383207172308302, -0.019266737130875417, -0.1684538312251797, 0.007816799253874915, -0.00613391342662772, 4.710189433633591e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01379027626767537, -0.020074258628677528, -0.16937910392121885, 0.008272198225481822, -0.006064942520665291, 4.663188109903895e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01374848081226772, -0.02088178012647964, -0.170304376617258, 0.008727597197088727, -0.005995971614702862, 4.616186786174198e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.013706685356860069, -0.021689301624281752, -0.17122964931329715, 0.009182996168695634, -0.005927000708740432, 4.569185462444501e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01366488990145242, -0.022496823122083863, -0.1721549220093363, 0.009638395140302541, -0.005858029802778003, 4.522184138714805e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.013820524187228574, -0.022791868197137015, -0.17214128910029144, 0.00977074791578165, -0.00591971535165203, 4.530937735988578e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.013976158473004726, -0.023086913272190167, -0.17212765619124662, 0.00990310069126076, -0.005981400900526059, 4.539691333262352e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01413179275878088, -0.02338195834724332, -0.17211402328220177, 0.010035453466739869, -0.006043086449400086, 4.548444930536126e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.014287427044557035, -0.023677003422296474, -0.17210039037315691, 0.010167806242218977, -0.006104771998274114, 4.5571985278099e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.014443061330333188, -0.023972048497349626, -0.1720867574641121, 0.010300159017698087, -0.006166457547148142, 4.565952125083674e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.014598695616109342, -0.024267093572402778, -0.17207312455506724, 0.010432511793177196, -0.00622814309602217, 4.574705722357448e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.014751835736409518, -0.024568994254985814, -0.17207314867436388, 0.01056935740602694, -0.006287704256476993, 4.583143181779759e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.014904975856709694, -0.024870894937568853, -0.1720731727936605, 0.010706203018876684, -0.006347265416931818, 4.591580641202071e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01505811597700987, -0.02517279562015189, -0.17207319691295714, 0.010843048631726427, -0.006406826577386641, 4.600018100624383e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.015211256097310045, -0.025474696302734925, -0.17207322103225378, 0.01097989424457617, -0.006466387737841465, 4.608455560046694e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01536439621761022, -0.025776596985317965, -0.1720732451515504, 0.011116739857425915, -0.006525948898296289, 4.616893019469006e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.015517536337910396, -0.026078497667901, -0.17207326927084704, 0.011253585470275659, -0.006585510058751113, 4.625330478891318e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01567086212724723, -0.026380509082583728, -0.17207316114567134, 0.01139045758242757, -0.006645334679577266, 4.632772583490012e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.015824187916584066, -0.026682520497266455, -0.17207305302049564, 0.011527329694579478, -0.00670515930040342, 4.640214688088707e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.015977513705920904, -0.026984531911949182, -0.17207294489531993, 0.011664201806731389, -0.006764983921229573, 4.6476567926874015e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01613083949525774, -0.027286543326631912, -0.17207283677014423, 0.0118010739188833, -0.006824808542055727, 4.655098897286096e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.016284165284594573, -0.02758855474131464, -0.17207272864496853, 0.011937946031035209, -0.00688463316288188, 4.662541001884791e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.016437491073931408, -0.027890566155997366, -0.17207262051979283, 0.01207481814318712, -0.006944457783708034, 4.669983106483485e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.016590152661815016, -0.028192706276147637, -0.1720724608267686, 0.012211861729053568, -0.007004110514791396, 4.67686442555679e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.016742814249698625, -0.028494846396297905, -0.17207230113374442, 0.012348905314920017, -0.007063763245874759, 4.6837457446300964e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.016895475837582233, -0.028796986516448176, -0.1720721414407202, 0.012485948900786466, -0.007123415976958121, 4.6906270637034025e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.017048137425465838, -0.029099126636598447, -0.17207198174769597, 0.012622992486652915, -0.007183068708041484, 4.697508382776708e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.017200799013349446, -0.029401266756748715, -0.17207182205467178, 0.012760036072519364, -0.0072427214391248464, 4.704389701850013e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.017353460601233054, -0.029703406876898986, -0.17207166236164756, 0.012897079658385813, -0.007302374170208209, 4.711271020923319e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01750656917827298, -0.03000485873525594, -0.17207172973809723, 0.013033748157932172, -0.007361905052889258, 4.719878526193597e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.017659677755312905, -0.030306310593612888, -0.17207179711454693, 0.01317041665747853, -0.007421435935570307, 4.728486031463875e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01781278633235283, -0.03060776245196984, -0.1720718644909966, 0.01330708515702489, -0.007480966818251356, 4.7370935367341525e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01796589490939275, -0.030909214310326793, -0.17207193186744627, 0.01344375365657125, -0.007540497700932405, 4.74570104200443e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.018119003486432677, -0.031210666168683742, -0.17207199924389596, 0.013580422156117608, -0.0076000285836134536, 4.754308547274708e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.018272112063472602, -0.031512118027040695, -0.17207206662034563, 0.013717090655663967, -0.007659559466294503, 4.762916052544986e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.018424712742201962, -0.031813636509904895, -0.17207172417586494, 0.01385379424336239, -0.007719199485860075, 4.76951461882503e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.01857731342093132, -0.032115154992769096, -0.17207138173138423, 0.013990497831060813, -0.007778839505425647, 4.776113185105074e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.018729914099660676, -0.0324166734756333, -0.17207103928690354, 0.014127201418759236, -0.00783847952499122, 4.782711751385119e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
[[-0.018882514778390036, -0.0327181919584975, -0.17207069684242285, 0.01426390500645766, -0.00789811954455679, 4.789310317665162e-06]]	[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]
