[[0.06979708450286104, -0.2441281093759521, 0.4620440016865016, -0.0008783164683501912, 0.0018532374006376426, 0.02899125617743471]]	[[0.07281367125833538, -0.5708396292426764, 0.28496829271592716, -1.2089944798125554, 2.899595625389965, 4.620969722567702e-05]]
[[0.07201596416503891, -0.14616273192123067, 0.23586071157369934, -0.0005460123126892082, 0.0019963588428679054, 0.0343335356590365]]	[[0.07283230999063892, -0.5708315095982834, 0.2849968909935545, -1.2090819868436062, 2.8995601143897956, 8.411816564565464e-06]]
[[0.5449876538643426, -0.10741460726021448, 0.18356558597113518, -3.813168230321724e-05, -0.004826878251388259, 0.022153006006962777]]	[[0.07283686856743635, -0.5708314103344061, 0.28496868661675395, -1.2090907006130351, 2.8995809070100504, 6.542240856779414e-05]]
[[0.4588323405160207, -0.0808868741918124, 0.3579255710376587, -0.00034226672208087765, -0.007237510215116958, 0.027394087575248208]]	[[0.07283012326304301, -0.5708222245145158, 0.28498985012692357, -1.2090262983988658, 2.899570356946978, 8.161861068835348e-06]]
[[0.12662256549446332, -0.2097299978716022, 0.24948563544797367, -0.0005762374590204131, 0.0006884950275129191, 0.02784473005780164]]	[[0.07281493609763462, -0.5708299185428733, 0.2849886974707508, -1.2090055172295886, 2.8996177713849374, 9.280416858580995e-06]]
[[0.4520484029283545, -0.26726879646714435, 0.01539068666130502, -0.002807458498803689, -0.00485584503224093, 0.025387191662387898]]	[[0.0728224578096176, -0.5708242574297828, 0.2849662450601188, -1.20901262229053, 2.8995863314971295, 0.00012144400232409067]]
[[0.240597337243253, -0.14866029846492512, 0.01700593726450815, 0.005510464920912242, -0.003435458844329317, 0.035387020161085844]]	[[0.0728089839561988, -0.57083387868084, 0.28499570331423263, -1.2090385110889168, 2.8996036325100945, 2.8371691962624322e-05]]
[[0.3567117690479201, -0.03934510476661793, -0.004182058797544211, 0.004341683024535609, -0.0064701759624265194, 0.03496235623852965]]	[[0.07281297294104618, -0.5708316097276229, 0.28499138425145526, 1.2090630316130402, -2.8996116271415238, -3.038991403336274e-05]]
[[-0.16776310903351208, -0.148107842598429, 0.1320015060683935, -0.0021346441167804137, 0.003284647878211656, 0.03275469083056768]]	[[0.07282277927594624, -0.5708372154183876, 0.28499328008859776, -1.2090210038427516, 2.8995600147290426, -2.916684627175809e-05]]
[[0.04137158599243673, -0.24374286438600629, 0.040065241052959395, -0.008131984959695412, -0.004006073839720726, 0.03216494233127522]]	[[0.0728198143359586, -0.5708238763333472, 0.28500722674694134, -1.209092309664311, 2.8995824732030733, -2.7024081879516917e-05]]
[[-0.01638327930614328, 0.04201731649051921, -0.08583831286120501, 0.00011869727852802233, -0.0011857531562852004, 0.03643503649497984]]	[[0.07283790228162579, -0.5708204341200801, 0.28497907893630064, -1.2090725058492486, 2.8995372126846006, 2.519694426128456e-05]]
[[0.3352092218999846, 0.2687111904052828, -0.06889300846623252, 0.006956953941419719, -0.008856715715957007, 0.0342381153839184]]	[[0.07282693435817476, -0.5708238834484826, 0.284981822221693, -1.209056387226419, 2.8995956772556086, 4.670916746892849e-05]]
[[0.17194396986750302, 0.10389897357483786, 0.08540633143737561, 0.006883482915292515, -0.0005914897622936446, 0.0313540750546607]]	[[0.07283447196809575, -0.570840654059007, 0.28500994285456915, -1.2090180572870322, 2.899601493338858, -6.81607118860704e-05]]
[[0.18990997798615977, -0.2337236591805275, 0.03769364577734917, 0.006626281424192155, 0.0026234290298063723, 0.02905506509111475]]	[[0.07281760989176077, -0.5708234154719432, 0.284963445198598, -1.209020002606622, 2.8995573785169166, 9.888194085202613e-05]]
[[0.3595952676046139, -0.20650284383711331, -0.17850534969150827, 0.006713097506001943, -0.0017851853839173522, 0.030085880347517212]]	[[0.07282027071094135, -0.5708339985185421, 0.28496767952677343, -1.2089916377362309, 2.899584768599255, 6.097833101447836e-06]]
[[0.113900872678033, -0.6355687572863695, 0.10158543832012538, -0.005781724509389637, 0.008326116751829298, 0.03674811740569627]]	[[0.07283796503941833, -0.5708378173964778, 0.2849665407365637, -1.2090786624392216, 2.8996006757020925, 7.0229145881414775e-06]]
[[0.3533105664079186, 0.04014580221821332, 0.04155922779220682, 0.0005172705847894801, -0.007902456439102666, 0.028902958290540858]]	[[0.07283359918315101, -0.5708245859600718, 0.28497484165526865, -1.2090334856725888, 2.899541057172096, 2.4432089443384557e-06]]
[[0.012356381275174327, 0.2430024238195133, 0.26691366559127333, -0.0007492260338774178, -0.009631697998986222, 0.02779248831472824]]	[[0.07284912877185457, -0.5708246405539092, 0.2849708653330492, -1.2090803675419053, 2.899507729021253, 4.018671960907249e-05]]
[[-0.01503468162243031, -0.13788861630738442, 0.1525749215610108, -0.013574929429373331, -0.006405813129074834, 0.035593222090408806]]	[[0.07282170552786132, -0.5708342897798728, 0.28498664823782877, -1.2090564985156371, 2.8995457244733367, -5.3921091828591146e-05]]
[[0.2718828796376338, 0.5342862010850943, 0.1514486771201844, 0.003324845208577693, -0.01412552754353577, 0.02810949611465718]]	[[0.07283648572305651, -0.5708322768659286, 0.28497665386244375, -1.2090338973711041, 2.8995421615389367, -5.337305811171648e-05]]
[[0.16655269612991816, -0.12090775158860646, 0.22298507463548495, -0.0029150863094331253, -0.003968582271088067, 0.019971988153550644]]	[[0.07281581870810974, -0.5708322020949818, 0.2849605689559072, -1.2090395443482513, 2.8996039477730147, -1.3279024071977136e-05]]
[[-0.11203733313003335, -0.0884422245024457, 0.1255660947100266, 0.007962727160923935, 0.006816853432853646, 0.031978123290167255]]	[[0.07282385669598518, -0.5708312258947845, 0.2849505050240173, -1.2090694795072083, 2.899578474482818, -1.2500700428814306e-05]]
[[-0.28200410490357086, -0.5010772955134922, 0.045527772705466235, -0.0008779830209740512, 0.01565421993120323, 0.035353900734973125]]	[[0.07284704571096329, -0.5708257056538789, 0.2849649936543902, -1.209056675210439, 2.899545893692698, -7.057893867015423e-05]]
