[2.9669905]	[0.002]
[2.593381]	[0.004]
[2.951795]	[0.006]
[2.9458203]	[0.008]
[2.9459171]	[0.01]
[2.9459221]	[0.012]
[2.9459288]	[0.014]
[2.9459345]	[0.016]
[2.9459414]	[0.018000000000000002]
[3.4076583]	[0.020000000000000004]
[2.932602]	[0.022000000000000006]
[2.4911656]	[0.024000000000000007]
[3.4487166]	[0.02600000000000001]
[2.9279425]	[0.02800000000000001]
[2.9305046]	[0.030000000000000013]
[2.932603]	[0.032000000000000015]
[2.490972]	[0.034000000000000016]
[3.448144]	[0.03600000000000002]
[2.9279575]	[0.03800000000000002]
[2.930168]	[0.04000000000000002]
[2.9327068]	[0.04200000000000002]
[2.4916637]	[0.044000000000000025]
[3.4481232]	[0.04600000000000003]
[2.9274251]	[0.04800000000000003]
[2.9303827]	[0.05000000000000003]
[2.932953]	[0.05200000000000003]
[2.4917908]	[0.054000000000000034]
[3.448327]	[0.056000000000000036]
[2.9274507]	[0.05800000000000004]
[2.9301145]	[0.06000000000000004]
[2.9328601]	[0.06200000000000004]
[2.4918797]	[0.06400000000000004]
[3.4481564]	[0.06600000000000004]
[2.9275792]	[0.06800000000000005]
[2.9301617]	[0.07000000000000005]
[2.9328558]	[0.07200000000000005]
[2.4918664]	[0.07400000000000005]
[3.4480717]	[0.07600000000000005]
[2.9276314]	[0.07800000000000006]
[2.9301908]	[0.08000000000000006]
[2.9327028]	[0.08200000000000006]
[2.4920132]	[0.08400000000000006]
[3.447903]	[0.08600000000000006]
[2.9275858]	[0.08800000000000006]
[2.9302378]	[0.09000000000000007]
[2.932627]	[0.09200000000000007]
[2.4922557]	[0.09400000000000007]
[3.4476771]	[0.09600000000000007]
[2.927574]	[0.09800000000000007]
[2.9302678]	[0.10000000000000007]
[2.9327269]	[0.10200000000000008]
[2.492363]	[0.10400000000000008]
[3.447583]	[0.10600000000000008]
[2.927412]	[0.10800000000000008]
[2.9301615]	[0.11000000000000008]
[2.9327374]	[0.11200000000000009]
[2.4927132]	[0.11400000000000009]
[3.4473448]	[0.11600000000000009]
[2.9276943]	[0.11800000000000009]
[2.9300764]	[0.12000000000000009]
[2.9327729]	[0.1220000000000001]
[2.4927194]	[0.1240000000000001]
[3.4472063]	[0.12600000000000008]
[2.9276965]	[0.12800000000000009]
[2.9301598]	[0.1300000000000001]
[2.932819]	[0.1320000000000001]
[2.492721]	[0.1340000000000001]
[3.4471643]	[0.1360000000000001]
[2.927795]	[0.1380000000000001]
[2.9301121]	[0.1400000000000001]
[2.9328446]	[0.1420000000000001]
[2.4926918]	[0.1440000000000001]
[3.4472163]	[0.1460000000000001]
[2.9276514]	[0.1480000000000001]
[2.9302301]	[0.1500000000000001]
[2.932829]	[0.1520000000000001]
[2.4926775]	[0.1540000000000001]
[3.447207]	[0.1560000000000001]
[2.9276679]	[0.1580000000000001]
[2.9301045]	[0.16000000000000011]
[2.9328315]	[0.16200000000000012]
[2.4927926]	[0.16400000000000012]
[3.4470131]	[0.16600000000000012]
[2.9276223]	[0.16800000000000012]
[2.9301589]	[0.17000000000000012]
[2.9328566]	[0.17200000000000013]
[2.4929543]	[0.17400000000000013]
[3.446846]	[0.17600000000000013]
[2.9276738]	[0.17800000000000013]
[2.9301336]	[0.18000000000000013]
[2.9328384]	[0.18200000000000013]
[2.4931147]	[0.18400000000000014]
[3.4467201]	[0.18600000000000014]
[2.9277163]	[0.18800000000000014]
[2.930113]	[0.19000000000000014]
[2.9328215]	[0.19200000000000014]
[2.4932358]	[0.19400000000000014]
[3.4466095]	[0.19600000000000015]
[2.9277468]	[0.19800000000000015]
[2.9301474]	[0.20000000000000015]
[2.9328375]	[0.20200000000000015]
[2.4932659]	[0.20400000000000015]
[3.4465153]	[0.20600000000000016]
[2.9277146]	[0.20800000000000016]
[2.9301994]	[0.21000000000000016]
[2.9328554]	[0.21200000000000016]
[2.493319]	[0.21400000000000016]
[3.446446]	[0.21600000000000016]
[2.9277422]	[0.21800000000000017]
[2.930269]	[0.22000000000000017]
[2.932797]	[0.22200000000000017]
[2.493353]	[0.22400000000000017]
[3.4464488]	[0.22600000000000017]
[2.9277718]	[0.22800000000000017]
[2.930139]	[0.23000000000000018]
[2.9327729]	[0.23200000000000018]
[2.493473]	[0.23400000000000018]
[3.4462352]	[0.23600000000000018]
[2.927843]	[0.23800000000000018]
[2.930043]	[0.24000000000000019]
[2.9328067]	[0.2420000000000002]
[2.4936776]	[0.2440000000000002]
[3.4461422]	[0.2460000000000002]
[2.9278493]	[0.2480000000000002]
[2.930053]	[0.25000000000000017]
[2.9328415]	[0.25200000000000017]
[2.4937203]	[0.25400000000000017]
[3.4461179]	[0.25600000000000017]
[2.9277785]	[0.2580000000000002]
[2.9301295]	[0.2600000000000002]
[2.9328127]	[0.2620000000000002]
[2.493768]	[0.2640000000000002]
[3.44596]	[0.2660000000000002]
[2.9278326]	[0.2680000000000002]
[2.9300878]	[0.2700000000000002]
[2.932902]	[0.2720000000000002]
[2.4938223]	[0.2740000000000002]
[3.445816]	[0.2760000000000002]
[2.92789]	[0.2780000000000002]
[2.930112]	[0.2800000000000002]
[2.9328606]	[0.2820000000000002]
[2.493931]	[0.2840000000000002]
[3.4457211]	[0.2860000000000002]
[2.9279354]	[0.2880000000000002]
[2.930097]	[0.2900000000000002]
[2.9329343]	[0.2920000000000002]
[2.4939232]	[0.2940000000000002]
[3.4458747]	[0.2960000000000002]
[2.9278147]	[0.2980000000000002]
[2.9300892]	[0.3000000000000002]
[2.9328814]	[0.3020000000000002]
[2.4939418]	[0.3040000000000002]
[3.4458234]	[0.3060000000000002]
[2.927906]	[0.3080000000000002]
[2.9300168]	[0.3100000000000002]
[2.9329634]	[0.3120000000000002]
[2.4938922]	[0.3140000000000002]
[3.4456863]	[0.3160000000000002]
[2.9279575]	[0.3180000000000002]
[2.9298596]	[0.32000000000000023]
[2.9328399]	[0.32200000000000023]
[2.494265]	[0.32400000000000023]
[3.4454489]	[0.32600000000000023]
[2.927442]	[0.32800000000000024]
[2.930518]	[0.33000000000000024]
[2.932897]	[0.33200000000000024]
[2.4942958]	[0.33400000000000024]
[3.4453762]	[0.33600000000000024]
[2.927562]	[0.33800000000000024]
[2.9304798]	[0.34000000000000025]
[2.9330354]	[0.34200000000000025]
[2.4941802]	[0.34400000000000025]
[3.4455197]	[0.34600000000000025]
[2.9275851]	[0.34800000000000025]
[2.9302168]	[0.35000000000000026]
[2.9326015]	[0.35200000000000026]
[2.4946449]	[0.35400000000000026]
[3.445388]	[0.35600000000000026]
[2.9277208]	[0.35800000000000026]
[2.9302208]	[0.36000000000000026]
