[3.0150418]	[0.002]
[3.538874]	[0.004]
[3.1557508]	[0.006]
[3.0183096]	[0.008]
[2.970733]	[0.01]
[2.9544492]	[0.012]
[2.9489057]	[0.014]
[2.947023]	[0.016]
[2.9463842]	[0.018000000000000002]
[2.9461703]	[0.020000000000000004]
[2.9460943]	[0.022000000000000006]
[2.9460707]	[0.024000000000000007]
[2.9460626]	[0.02600000000000001]
[2.9460583]	[0.02800000000000001]
[2.9460568]	[0.030000000000000013]
[2.9460561]	[0.032000000000000015]
[2.9460573]	[0.034000000000000016]
[2.9460564]	[0.03600000000000002]
[2.9460578]	[0.03800000000000002]
[2.9460566]	[0.04000000000000002]
[2.9460557]	[0.04200000000000002]
[2.946057]	[0.044000000000000025]
[2.9460557]	[0.04600000000000003]
[2.946056]	[0.04800000000000003]
[2.9460588]	[0.05000000000000003]
[2.9460568]	[0.05200000000000003]
[2.9460578]	[0.054000000000000034]
[2.946056]	[0.056000000000000036]
[2.9460545]	[0.05800000000000004]
[2.9460557]	[0.06000000000000004]
[2.9460537]	[0.06200000000000004]
[2.9460564]	[0.06400000000000004]
[2.9460542]	[0.06600000000000004]
[2.9460583]	[0.06800000000000005]
[2.946056]	[0.07000000000000005]
[2.9460568]	[0.07200000000000005]
[2.946055]	[0.07400000000000005]
[2.9460561]	[0.07600000000000005]
[2.9460547]	[0.07800000000000006]
[2.9460554]	[0.08000000000000006]
[2.9460533]	[0.08200000000000006]
[2.9460542]	[0.08400000000000006]
[2.9460535]	[0.08600000000000006]
[2.946058]	[0.08800000000000006]
[2.9460537]	[0.09000000000000007]
[2.9460552]	[0.09200000000000007]
[2.9460511]	[0.09400000000000007]
[2.9460528]	[0.09600000000000007]
[2.946053]	[0.09800000000000007]
[2.9460516]	[0.10000000000000007]
[2.9460545]	[0.10200000000000008]
[2.9460518]	[0.10400000000000008]
[2.9460535]	[0.10600000000000008]
[2.9460526]	[0.10800000000000008]
[2.9460547]	[0.11000000000000008]
[2.9460528]	[0.11200000000000009]
[2.9460523]	[0.11400000000000009]
[-1.7194641]	[0.11600000000000009]
[1.1193006]	[0.11800000000000009]
[2.2823238]	[0.12000000000000009]
[2.6929338]	[0.1220000000000001]
[2.8347113]	[0.1240000000000001]
[2.8828962]	[0.12600000000000008]
[2.8998408]	[0.12800000000000009]
[2.9050367]	[0.1300000000000001]
[2.907595]	[0.1320000000000001]
[2.908917]	[0.1340000000000001]
[2.9096687]	[0.1360000000000001]
[2.9107394]	[0.1380000000000001]
[2.9115481]	[0.1400000000000001]
[2.9123797]	[0.1420000000000001]
[2.9106386]	[0.1440000000000001]
[2.912832]	[0.1460000000000001]
[2.9135635]	[0.1480000000000001]
[2.914289]	[0.1500000000000001]
[2.9152637]	[0.1520000000000001]
[2.9157128]	[0.1540000000000001]
[2.9157643]	[0.1560000000000001]
[2.916875]	[0.1580000000000001]
[2.9230957]	[0.16000000000000011]
[2.920005]	[0.16200000000000012]
[2.9186878]	[0.16400000000000012]
[2.91899]	[0.16600000000000012]
[2.9185362]	[0.16800000000000012]
[2.9188025]	[0.17000000000000012]
[2.9195607]	[0.17200000000000013]
[2.9201975]	[0.17400000000000013]
[2.9204144]	[0.17600000000000013]
[2.9207265]	[0.17800000000000013]
[2.920361]	[0.18000000000000013]
[2.9203403]	[0.18200000000000013]
[2.9203994]	[0.18400000000000014]
[2.9207084]	[0.18600000000000014]
[2.92103]	[0.18800000000000014]
[2.9212315]	[0.19000000000000014]
[2.9214]	[0.19200000000000014]
[2.921688]	[0.19400000000000014]
[2.9216857]	[0.19600000000000015]
[2.921861]	[0.19800000000000015]
[2.9219475]	[0.20000000000000015]
[2.9228773]	[0.20200000000000015]
[2.9229867]	[0.20400000000000015]
[2.923158]	[0.20600000000000016]
[2.923865]	[0.20800000000000016]
[2.923688]	[0.21000000000000016]
[2.9240727]	[0.21200000000000016]
[2.9239585]	[0.21400000000000016]
[2.9252872]	[0.21600000000000016]
[2.9258275]	[0.21800000000000017]
[2.925541]	[0.22000000000000017]
[2.9262862]	[0.22200000000000017]
[2.9265018]	[0.22400000000000017]
[2.9261537]	[0.22600000000000017]
[2.9269314]	[0.22800000000000017]
[2.9271233]	[0.23000000000000018]
[2.9270608]	[0.23200000000000018]
[2.9277575]	[0.23400000000000018]
[2.927621]	[0.23600000000000018]
[2.9272935]	[0.23800000000000018]
[2.9282064]	[0.24000000000000019]
[2.9290962]	[0.2420000000000002]
[2.928798]	[0.2440000000000002]
[2.929288]	[0.2460000000000002]
[2.9301841]	[0.2480000000000002]
[2.9300954]	[0.25000000000000017]
[2.9305677]	[0.25200000000000017]
[2.9305918]	[0.25400000000000017]
[2.9311445]	[0.25600000000000017]
[2.930906]	[0.2580000000000002]
[2.9312987]	[0.2600000000000002]
[2.9314196]	[0.2620000000000002]
[2.9318523]	[0.2640000000000002]
[2.9320068]	[0.2660000000000002]
[2.9356058]	[0.2680000000000002]
[2.930807]	[0.2700000000000002]
[2.9304516]	[0.2720000000000002]
[2.9300816]	[0.2740000000000002]
[2.9298503]	[0.2760000000000002]
[2.9300034]	[0.2780000000000002]
[2.9298851]	[0.2800000000000002]
[2.9298882]	[0.2820000000000002]
[2.9297147]	[0.2840000000000002]
[2.9302094]	[0.2860000000000002]
[2.9299574]	[0.2880000000000002]
[2.930897]	[0.2900000000000002]
[2.9316459]	[0.2920000000000002]
[2.931349]	[0.2940000000000002]
[2.9313684]	[0.2960000000000002]
[2.931718]	[0.2980000000000002]
[2.9322128]	[0.3000000000000002]
[2.9329329]	[0.3020000000000002]
[2.932731]	[0.3040000000000002]
[2.932552]	[0.3060000000000002]
[2.9331846]	[0.3080000000000002]
[2.9334002]	[0.3100000000000002]
[2.9338696]	[0.3120000000000002]
[2.9336038]	[0.3140000000000002]
[2.9335463]	[0.3160000000000002]
[2.9335322]	[0.3180000000000002]
[2.9346457]	[0.32000000000000023]
[2.9348185]	[0.32200000000000023]
[2.9350793]	[0.32400000000000023]
[2.9346101]	[0.32600000000000023]
[2.935408]	[0.32800000000000024]
[2.9353073]	[0.33000000000000024]
[2.9356103]	[0.33200000000000024]
[2.935373]	[0.33400000000000024]
[2.9354358]	[0.33600000000000024]
[2.9359016]	[0.33800000000000024]
[2.9358513]	[0.34000000000000025]
[2.9361813]	[0.34200000000000025]
[2.9361434]	[0.34400000000000025]
[2.9366324]	[0.34600000000000025]
[2.9360878]	[0.34800000000000025]
[2.9372127]	[0.35000000000000026]
[2.9369938]	[0.35200000000000026]
[2.9372973]	[0.35400000000000026]
[2.9379358]	[0.35600000000000026]
[2.9374483]	[0.35800000000000026]
[2.9383943]	[0.36000000000000026]
[2.9384518]	[0.36200000000000027]
[2.9393606]	[0.36400000000000027]
[2.9389775]	[0.36600000000000027]
[2.9392123]	[0.36800000000000027]
[2.9392679]	[0.3700000000000003]
[2.9389918]	[0.3720000000000003]
[2.939515]	[0.3740000000000003]
[2.9394078]	[0.3760000000000003]
[2.9394586]	[0.3780000000000003]
[2.939299]	[0.3800000000000003]
[2.9397624]	[0.3820000000000003]
[2.9392421]	[0.3840000000000003]
[2.9389908]	[0.3860000000000003]
[2.9381533]	[0.3880000000000003]
[2.9385488]	[0.3900000000000003]
[2.938219]	[0.3920000000000003]
[2.9380944]	[0.3940000000000003]
[2.937733]	[0.3960000000000003]
[2.9379299]	[0.3980000000000003]
[2.9371142]	[0.4000000000000003]
[2.9377508]	[0.4020000000000003]
[2.9371378]	[0.4040000000000003]
[2.9370773]	[0.4060000000000003]
[2.9371412]	[0.4080000000000003]
[2.9370875]	[0.4100000000000003]
[2.9370346]	[0.4120000000000003]
[2.9375062]	[0.4140000000000003]
[2.9368207]	[0.4160000000000003]
[2.9365222]	[0.4180000000000003]
[2.9370484]	[0.4200000000000003]
[2.9370897]	[0.4220000000000003]
[2.9379623]	[0.4240000000000003]
[2.937571]	[0.4260000000000003]
[2.9374044]	[0.4280000000000003]
[2.9380763]	[0.4300000000000003]
[2.9376051]	[0.43200000000000033]
[2.93794]	[0.43400000000000033]
[2.937888]	[0.43600000000000033]
[2.9387827]	[0.43800000000000033]
[2.9386775]	[0.44000000000000034]
[2.9392111]	[0.44200000000000034]
[2.9390385]	[0.44400000000000034]
[2.9393365]	[0.44600000000000034]
[2.9394093]	[0.44800000000000034]
[2.9388883]	[0.45000000000000034]
[2.9392724]	[0.45200000000000035]
[2.9390666]	[0.45400000000000035]
[2.939771]	[0.45600000000000035]
[2.9393737]	[0.45800000000000035]
[2.939344]	[0.46000000000000035]
[2.9398842]	[0.46200000000000035]
[2.9394991]	[0.46400000000000036]
[2.939712]	[0.46600000000000036]
[2.9403608]	[0.46800000000000036]
[2.9398196]	[0.47000000000000036]
[2.9405274]	[0.47200000000000036]
[2.9409394]	[0.47400000000000037]
[2.9408956]	[0.47600000000000037]
[2.9411077]	[0.47800000000000037]
[2.9406197]	[0.48000000000000037]
[2.9411473]	[0.4820000000000004]
[2.9406238]	[0.4840000000000004]
[2.941019]	[0.4860000000000004]
[2.9411166]	[0.4880000000000004]
[2.9411542]	[0.4900000000000004]
[2.9407663]	[0.4920000000000004]
[2.941392]	[0.4940000000000004]
[2.941268]	[0.4960000000000004]
[2.9417098]	[0.4980000000000004]
[2.9413698]	[0.5000000000000003]
[2.9417458]	[0.5020000000000003]
[2.9413774]	[0.5040000000000003]
[2.9416277]	[0.5060000000000003]
[2.941137]	[0.5080000000000003]
[2.9415307]	[0.5100000000000003]
[2.9416342]	[0.5120000000000003]
[2.9416773]	[0.5140000000000003]
[2.9420626]	[0.5160000000000003]
[2.9414983]	[0.5180000000000003]
[2.9421363]	[0.5200000000000004]
[2.9418488]	[0.5220000000000004]
[2.9423273]	[0.5240000000000004]
[2.9420705]	[0.5260000000000004]
[2.942453]	[0.5280000000000004]
[2.9427502]	[0.5300000000000004]
[2.9427662]	[0.5320000000000004]
[2.9428394]	[0.5340000000000004]
[2.9426637]	[0.5360000000000004]
[2.9429483]	[0.5380000000000004]
[2.9427073]	[0.5400000000000004]
[2.9430006]	[0.5420000000000004]
[2.9429297]	[0.5440000000000004]
[2.9433806]	[0.5460000000000004]
[2.9433951]	[0.5480000000000004]
[2.9430125]	[0.5500000000000004]
[2.9433012]	[0.5520000000000004]
[2.9433768]	[0.5540000000000004]
[2.9431884]	[0.5560000000000004]
[2.9433324]	[0.5580000000000004]
[2.9435217]	[0.5600000000000004]
[2.9432256]	[0.5620000000000004]
[2.9430273]	[0.5640000000000004]
[2.9434593]	[0.5660000000000004]
[2.9441588]	[0.5680000000000004]
[2.944693]	[0.5700000000000004]
[2.9443038]	[0.5720000000000004]
[2.9441862]	[0.5740000000000004]
[2.9443715]	[0.5760000000000004]
[2.944568]	[0.5780000000000004]
[2.9445028]	[0.5800000000000004]
[2.944477]	[0.5820000000000004]
[2.9451442]	[0.5840000000000004]
[2.9446585]	[0.5860000000000004]
[2.9443228]	[0.5880000000000004]
[2.9444146]	[0.5900000000000004]
[2.944593]	[0.5920000000000004]
[2.9448483]	[0.5940000000000004]
[2.9452496]	[0.5960000000000004]
[2.94503]	[0.5980000000000004]
[2.9446545]	[0.6000000000000004]
[2.9446733]	[0.6020000000000004]
[2.9451916]	[0.6040000000000004]
[2.9448812]	[0.6060000000000004]
[2.94475]	[0.6080000000000004]
[2.9454305]	[0.6100000000000004]
[2.9451046]	[0.6120000000000004]
[2.9448164]	[0.6140000000000004]
[2.9449177]	[0.6160000000000004]
[2.945495]	[0.6180000000000004]
[2.9454648]	[0.6200000000000004]
[2.9452786]	[0.6220000000000004]
[2.945282]	[0.6240000000000004]
[2.9459665]	[0.6260000000000004]
[2.9452796]	[0.6280000000000004]
[2.94522]	[0.6300000000000004]
[2.9457996]	[0.6320000000000005]
[2.9453635]	[0.6340000000000005]
[2.946028]	[0.6360000000000005]
[2.945814]	[0.6380000000000005]
[2.9460146]	[0.6400000000000005]
[2.9462073]	[0.6420000000000005]
[2.946252]	[0.6440000000000005]
[2.9459538]	[0.6460000000000005]
[2.9462175]	[0.6480000000000005]
[2.9464755]	[0.6500000000000005]
[2.9463735]	[0.6520000000000005]
[2.9466953]	[0.6540000000000005]
[2.9463224]	[0.6560000000000005]
[2.9466858]	[0.6580000000000005]
[2.9469764]	[0.6600000000000005]
[2.9462032]	[0.6620000000000005]
[2.9466407]	[0.6640000000000005]
[2.9468265]	[0.6660000000000005]
[2.9468205]	[0.6680000000000005]
[2.9458857]	[0.6700000000000005]
[2.9457934]	[0.6720000000000005]
[2.9457467]	[0.6740000000000005]
[2.9451556]	[0.6760000000000005]
[2.9450448]	[0.6780000000000005]
[2.9450402]	[0.6800000000000005]
[2.944839]	[0.6820000000000005]
[2.9447088]	[0.6840000000000005]
[2.944687]	[0.6860000000000005]
[2.9449017]	[0.6880000000000005]
[2.9449844]	[0.6900000000000005]
[2.9453526]	[0.6920000000000005]
[2.9450064]	[0.6940000000000005]
[2.9449015]	[0.6960000000000005]
[2.9443412]	[0.6980000000000005]
[2.944794]	[0.7000000000000005]
[2.944738]	[0.7020000000000005]
[2.944485]	[0.7040000000000005]
[2.9450014]	[0.7060000000000005]
[2.944628]	[0.7080000000000005]
[2.944881]	[0.7100000000000005]
[2.9448388]	[0.7120000000000005]
[2.9447567]	[0.7140000000000005]
[2.9446595]	[0.7160000000000005]
[2.9445772]	[0.7180000000000005]
[2.944615]	[0.7200000000000005]
[2.94456]	[0.7220000000000005]
[2.9443924]	[0.7240000000000005]
[2.944903]	[0.7260000000000005]
[2.9448721]	[0.7280000000000005]
[2.9447172]	[0.7300000000000005]
[2.944685]	[0.7320000000000005]
[2.945196]	[0.7340000000000005]
[2.9448013]	[0.7360000000000005]
[2.9449186]	[0.7380000000000005]
[2.9450877]	[0.7400000000000005]
[2.945011]	[0.7420000000000005]
[2.9447896]	[0.7440000000000005]
[2.9445243]	[0.7460000000000006]
[2.9449918]	[0.7480000000000006]
[2.9446495]	[0.7500000000000006]
[2.9452736]	[0.7520000000000006]
[2.9443333]	[0.7540000000000006]
[2.944456]	[0.7560000000000006]
[2.9450054]	[0.7580000000000006]
[2.9444366]	[0.7600000000000006]
[2.943982]	[0.7620000000000006]
[2.9443607]	[0.7640000000000006]
[2.9449723]	[0.7660000000000006]
[2.9442205]	[0.7680000000000006]
[2.9449446]	[0.7700000000000006]
[2.944211]	[0.7720000000000006]
[2.944634]	[0.7740000000000006]
[2.945286]	[0.7760000000000006]
[2.9443376]	[0.7780000000000006]
[2.9451964]	[0.7800000000000006]
[2.9441755]	[0.7820000000000006]
[2.9444938]	[0.7840000000000006]
[2.944]	[0.7860000000000006]
[2.9447618]	[0.7880000000000006]
[2.9442503]	[0.7900000000000006]
[2.9448447]	[0.7920000000000006]
[2.9444094]	[0.7940000000000006]
[2.945092]	[0.7960000000000006]
[2.9447129]	[0.7980000000000006]
[2.9456816]	[0.8000000000000006]
[2.9447598]	[0.8020000000000006]
[2.9457083]	[0.8040000000000006]
[2.944566]	[0.8060000000000006]
[2.9445918]	[0.8080000000000006]
[2.945517]	[0.8100000000000006]
[2.9455662]	[0.8120000000000006]
[2.9448438]	[0.8140000000000006]
[2.9448643]	[0.8160000000000006]
[2.9444516]	[0.8180000000000006]
[2.9454532]	[0.8200000000000006]
[2.9448893]	[0.8220000000000006]
[2.9448428]	[0.8240000000000006]
[2.9441826]	[0.8260000000000006]
[2.944536]	[0.8280000000000006]
[2.9447455]	[0.8300000000000006]
[2.9446673]	[0.8320000000000006]
[2.9446588]	[0.8340000000000006]
[2.9446523]	[0.8360000000000006]
[2.9444432]	[0.8380000000000006]
[2.9441745]	[0.8400000000000006]
[2.945221]	[0.8420000000000006]
[2.9447827]	[0.8440000000000006]
[2.944468]	[0.8460000000000006]
[2.9445837]	[0.8480000000000006]
[2.9444177]	[0.8500000000000006]
[2.9443545]	[0.8520000000000006]
[2.9443328]	[0.8540000000000006]
[2.944843]	[0.8560000000000006]
[2.944464]	[0.8580000000000007]
[2.9442358]	[0.8600000000000007]
[2.944633]	[0.8620000000000007]
[2.9449816]	[0.8640000000000007]
[2.9450996]	[0.8660000000000007]
[2.9450042]	[0.8680000000000007]
[2.9449115]	[0.8700000000000007]
[2.9450688]	[0.8720000000000007]
[2.945433]	[0.8740000000000007]
[2.9452095]	[0.8760000000000007]
[2.94483]	[0.8780000000000007]
[2.9450538]	[0.8800000000000007]
[2.9449153]	[0.8820000000000007]
[2.9452543]	[0.8840000000000007]
[2.9449482]	[0.8860000000000007]
[2.9453824]	[0.8880000000000007]
[2.94485]	[0.8900000000000007]
[2.944837]	[0.8920000000000007]
[2.9452338]	[0.8940000000000007]
[2.9449399]	[0.8960000000000007]
[2.9452481]	[0.8980000000000007]
[2.9446058]	[0.9000000000000007]
[2.9452806]	[0.9020000000000007]
[2.9451196]	[0.9040000000000007]
[2.9447603]	[0.9060000000000007]
[2.9451263]	[0.9080000000000007]
[2.945146]	[0.9100000000000007]
[2.937774]	[0.9120000000000007]
[2.9471548]	[0.9140000000000007]
[2.9504976]	[0.9160000000000007]
[2.948694]	[0.9180000000000007]
[2.9483116]	[0.9200000000000007]
[2.944822]	[0.9220000000000007]
[2.9476821]	[0.9240000000000007]
[2.947309]	[0.9260000000000007]
[2.9472032]	[0.9280000000000007]
[2.9475415]	[0.9300000000000007]
[2.9478433]	[0.9320000000000007]
[2.9475098]	[0.9340000000000007]
[2.9478188]	[0.9360000000000007]
[2.9475043]	[0.9380000000000007]
[2.9470303]	[0.9400000000000007]
[2.946895]	[0.9420000000000007]
[2.9465904]	[0.9440000000000007]
[2.9458463]	[0.9460000000000007]
[2.9497478]	[0.9480000000000007]
[2.9460783]	[0.9500000000000007]
[2.9449255]	[0.9520000000000007]
[2.9451175]	[0.9540000000000007]
[2.9450426]	[0.9560000000000007]
[2.9451034]	[0.9580000000000007]
[2.9450164]	[0.9600000000000007]
[2.9449992]	[0.9620000000000007]
[2.9447916]	[0.9640000000000007]
[2.9453063]	[0.9660000000000007]
[2.9452577]	[0.9680000000000007]
[2.945103]	[0.9700000000000008]
[2.9450538]	[0.9720000000000008]
[2.9449108]	[0.9740000000000008]
[2.9453983]	[0.9760000000000008]
[2.9442153]	[0.9780000000000008]
[2.9442878]	[0.9800000000000008]
[2.9443028]	[0.9820000000000008]
[2.9448316]	[0.9840000000000008]
[2.9443152]	[0.9860000000000008]
[2.9443667]	[0.9880000000000008]
[2.9438326]	[0.9900000000000008]
[2.944425]	[0.9920000000000008]
[2.9442525]	[0.9940000000000008]
[2.9446616]	[0.9960000000000008]
[2.9444764]	[0.9980000000000008]
[2.9449005]	[1.0000000000000007]
[2.9449437]	[1.0020000000000007]
[2.944961]	[1.0040000000000007]
[2.945497]	[1.0060000000000007]
[2.94498]	[1.0080000000000007]
[2.9453824]	[1.0100000000000007]
[2.9448318]	[1.0120000000000007]
[2.9440424]	[1.0140000000000007]
[2.9437947]	[1.0160000000000007]
[2.943601]	[1.0180000000000007]
[2.9435472]	[1.0200000000000007]
[2.9439135]	[1.0220000000000007]
[2.9436264]	[1.0240000000000007]
[2.943809]	[1.0260000000000007]
[2.943482]	[1.0280000000000007]
[2.9435606]	[1.0300000000000007]
[2.9439032]	[1.0320000000000007]
[2.9437919]	[1.0340000000000007]
[2.9438837]	[1.0360000000000007]
[2.9444103]	[1.0380000000000007]
[2.9441688]	[1.0400000000000007]
[2.9444904]	[1.0420000000000007]
[2.9441812]	[1.0440000000000007]
[2.9448397]	[1.0460000000000007]
[2.944883]	[1.0480000000000007]
[2.9450428]	[1.0500000000000007]
[2.9450815]	[1.0520000000000007]
[2.945622]	[1.0540000000000007]
[2.9455752]	[1.0560000000000007]
[2.945891]	[1.0580000000000007]
[2.9456506]	[1.0600000000000007]
[2.9461143]	[1.0620000000000007]
[2.945912]	[1.0640000000000007]
[2.9456596]	[1.0660000000000007]
[2.9464307]	[1.0680000000000007]
[2.9460955]	[1.0700000000000007]
[2.9462152]	[1.0720000000000007]
[2.9459348]	[1.0740000000000007]
[2.9459643]	[1.0760000000000007]
[2.945302]	[1.0780000000000007]
[2.9459913]	[1.0800000000000007]
[2.9458501]	[1.0820000000000007]
[2.9454098]	[1.0840000000000007]
[2.9453368]	[1.0860000000000007]
[2.9456258]	[1.0880000000000007]
[2.9462497]	[1.0900000000000007]
[2.945899]	[1.0920000000000007]
[2.945467]	[1.0940000000000007]
[2.9460645]	[1.0960000000000008]
[2.946023]	[1.0980000000000008]
[2.9458218]	[1.1000000000000008]
[2.946365]	[1.1020000000000008]
[2.9463353]	[1.1040000000000008]
[2.94639]	[1.1060000000000008]
[2.9462187]	[1.1080000000000008]
[2.9463642]	[1.1100000000000008]
[2.9464903]	[1.1120000000000008]
[2.946996]	[1.1140000000000008]
[2.9463313]	[1.1160000000000008]
[2.9468038]	[1.1180000000000008]
[2.9467978]	[1.1200000000000008]
[2.9462888]	[1.1220000000000008]
[2.9465306]	[1.1240000000000008]
[2.9463816]	[1.1260000000000008]
[2.9470592]	[1.1280000000000008]
[2.9463882]	[1.1300000000000008]
[2.9464178]	[1.1320000000000008]
[2.946743]	[1.1340000000000008]
[2.9468162]	[1.1360000000000008]
[2.9463065]	[1.1380000000000008]
[2.9465666]	[1.1400000000000008]
[2.9466298]	[1.1420000000000008]
[2.94121]	[1.1440000000000008]
[2.9398232]	[1.1460000000000008]
[2.9498897]	[1.1480000000000008]
[2.9509232]	[1.1500000000000008]
[2.9504046]	[1.1520000000000008]
[2.9508305]	[1.1540000000000008]
[2.9504774]	[1.1560000000000008]
[2.9499207]	[1.1580000000000008]
[2.9498167]	[1.1600000000000008]
[2.9494512]	[1.1620000000000008]
[2.9500587]	[1.1640000000000008]
[2.9498577]	[1.1660000000000008]
[2.948772]	[1.1680000000000008]
[2.948071]	[1.1700000000000008]
[2.948058]	[1.1720000000000008]
[2.947872]	[1.1740000000000008]
[2.9477534]	[1.1760000000000008]
[2.9471343]	[1.1780000000000008]
[2.947042]	[1.1800000000000008]
[2.9465005]	[1.1820000000000008]
[2.9461913]	[1.1840000000000008]
[2.9457157]	[1.1860000000000008]
[2.9464788]	[1.1880000000000008]
[2.945866]	[1.1900000000000008]
[2.9458854]	[1.1920000000000008]
[2.9455082]	[1.1940000000000008]
[2.9480789]	[1.1960000000000008]
[2.9557192]	[1.1980000000000008]
[2.952508]	[1.2000000000000008]
[2.93917]	[1.2020000000000008]
[2.9382524]	[1.2040000000000008]
[2.9507854]	[1.2060000000000008]
[2.9528418]	[1.2080000000000009]
[2.9399443]	[1.2100000000000009]
[2.9376116]	[1.2120000000000009]
[2.9514117]	[1.2140000000000009]
[2.9527018]	[1.2160000000000009]
[2.9399831]	[1.2180000000000009]
[2.937825]	[1.2200000000000009]
[2.9513881]	[1.2220000000000009]
[2.9525516]	[1.2240000000000009]
[2.9397376]	[1.2260000000000009]
[2.938665]	[1.2280000000000009]
[2.9512293]	[1.2300000000000009]
[2.9528375]	[1.2320000000000009]
[2.9397116]	[1.2340000000000009]
[2.938309]	[1.2360000000000009]
[2.9510918]	[1.2380000000000009]
[2.9531512]	[1.2400000000000009]
[2.945032]	[1.2420000000000009]
[2.9392529]	[1.2440000000000009]
[2.9386523]	[1.2460000000000009]
[2.9507918]	[1.2480000000000009]
[2.9532754]	[1.2500000000000009]
[2.9404418]	[1.252000000000001]
[2.9391124]	[1.254000000000001]
[2.9511876]	[1.256000000000001]
[2.9530106]	[1.258000000000001]
[2.940523]	[1.260000000000001]
[2.9442208]	[1.262000000000001]
[2.9528549]	[1.264000000000001]
[2.9405813]	[1.266000000000001]
[2.938873]	[1.268000000000001]
[2.9511042]	[1.270000000000001]
[2.9536529]	[1.272000000000001]
[2.945324]	[1.274000000000001]
[2.9395552]	[1.276000000000001]
[2.939417]	[1.278000000000001]
[2.951303]	[1.280000000000001]
[2.953618]	[1.282000000000001]
[2.9409082]	[1.284000000000001]
[2.943571]	[1.286000000000001]
