[2.9817533]	[0.012]
[2.5377078]	[0.024]
[2.9494941]	[0.036000000000000004]
[2.945608]	[0.048]
[2.9456472]	[0.06]
[2.9456358]	[0.072]
[2.945627]	[0.08399999999999999]
[2.9456177]	[0.09599999999999999]
[2.9456096]	[0.10799999999999998]
[2.9455981]	[0.11999999999999998]
[2.9455874]	[0.13199999999999998]
[2.9455788]	[0.144]
[2.9455698]	[0.156]
[2.945558]	[0.168]
[2.1396503]	[0.18000000000000002]
[2.959867]	[0.19200000000000003]
[3.745774]	[0.20400000000000004]
[2.0983746]	[0.21600000000000005]
[2.962993]	[0.22800000000000006]
[2.9627905]	[0.24000000000000007]
[3.7580078]	[0.25200000000000006]
[2.087434]	[0.26400000000000007]
[2.963879]	[0.2760000000000001]
[2.963745]	[0.2880000000000001]
[2.9620078]	[0.3000000000000001]
[3.7504997]	[0.3120000000000001]
[2.093891]	[0.3240000000000001]
[2.9630406]	[0.33600000000000013]
[2.963185]	[0.34800000000000014]
[2.9615314]	[0.36000000000000015]
[3.7459853]	[0.37200000000000016]
[2.0980246]	[0.3840000000000002]
[2.9625514]	[0.3960000000000002]
[2.9629803]	[0.4080000000000002]
[3.7586865]	[0.4200000000000002]
[2.0864742]	[0.4320000000000002]
[2.9638178]	[0.44400000000000023]
[2.963572]	[0.45600000000000024]
[2.9620883]	[0.46800000000000025]
[3.751647]	[0.48000000000000026]
[2.0926807]	[0.49200000000000027]
[2.963209]	[0.5040000000000002]
[2.963264]	[0.5160000000000002]
[2.961355]	[0.5280000000000002]
[3.747131]	[0.5400000000000003]
[2.096111]	[0.5520000000000003]
[2.963067]	[0.5640000000000003]
[2.9627554]	[0.5760000000000003]
[2.9606917]	[0.5880000000000003]
[3.7450407]	[0.6000000000000003]
[2.0980954]	[0.6120000000000003]
[2.9624994]	[0.6240000000000003]
[2.9622471]	[0.6360000000000003]
[2.9605336]	[0.6480000000000004]
[3.7442977]	[0.6600000000000004]
[2.0997488]	[0.6720000000000004]
[2.9615717]	[0.6840000000000004]
[2.9623616]	[0.6960000000000004]
[2.9611914]	[0.7080000000000004]
[3.7427833]	[0.7200000000000004]
[2.1008465]	[0.7320000000000004]
[2.9612584]	[0.7440000000000004]
[2.9621952]	[0.7560000000000004]
[2.9608154]	[0.7680000000000005]
[3.7425587]	[0.7800000000000005]
[2.1009533]	[0.7920000000000005]
[2.9612055]	[0.8040000000000005]
[2.9622142]	[0.8160000000000005]
[2.9603379]	[0.8280000000000005]
[3.7429724]	[0.8400000000000005]
[2.1003995]	[0.8520000000000005]
[2.9612534]	[0.8640000000000005]
[2.9624195]	[0.8760000000000006]
[2.9604447]	[0.8880000000000006]
[3.743148]	[0.9000000000000006]
[2.100125]	[0.9120000000000006]
[2.9609783]	[0.9240000000000006]
[2.9621928]	[0.9360000000000006]
[2.9603424]	[0.9480000000000006]
[3.7440312]	[0.9600000000000006]
[2.0993798]	[0.9720000000000006]
[2.96099]	[0.9840000000000007]
[2.9619823]	[0.9960000000000007]
[2.9603982]	[1.0080000000000007]
[3.7449117]	[1.0200000000000007]
[2.0971525]	[1.0320000000000007]
[2.9631705]	[1.0440000000000007]
[2.9618406]	[1.0560000000000007]
[2.9597628]	[1.0680000000000007]
[3.7456448]	[1.0800000000000007]
[2.0963392]	[1.0920000000000007]
[2.9635136]	[1.1040000000000008]
[2.9611688]	[1.1160000000000008]
[2.960525]	[1.1280000000000008]
[3.7460778]	[1.1400000000000008]
[2.0957916]	[1.1520000000000008]
[2.962753]	[1.1640000000000008]
[2.9631398]	[1.1760000000000008]
[2.9601219]	[1.1880000000000008]
[3.7458458]	[1.2000000000000008]
[2.094934]	[1.2120000000000009]
[2.9623618]	[1.2240000000000009]
[2.9633229]	[1.2360000000000009]
[2.9603045]	[1.2480000000000009]
[3.746687]	[1.260000000000001]
[2.0940237]	[1.272000000000001]
[2.9622562]	[1.284000000000001]
[2.9626977]	[1.296000000000001]
[2.961656]	[1.308000000000001]
[3.747041]	[1.320000000000001]
[2.0947678]	[1.332000000000001]
[2.9625373]	[1.344000000000001]
[2.9609616]	[1.356000000000001]
[2.9617107]	[1.368000000000001]
[3.7476096]	[1.380000000000001]
[2.0941696]	[1.392000000000001]
[2.9625795]	[1.404000000000001]
[2.9611115]	[1.416000000000001]
[2.961676]	[1.428000000000001]
[3.74805]	[1.440000000000001]
[2.0934389]	[1.452000000000001]
[2.9625013]	[1.464000000000001]
[2.9606478]	[1.476000000000001]
[2.9617026]	[1.488000000000001]
[3.7493231]	[1.500000000000001]
[2.0915575]	[1.5120000000000011]
[2.9630973]	[1.5240000000000011]
[2.960816]	[1.5360000000000011]
[2.9610078]	[1.5480000000000012]
[3.751109]	[1.5600000000000012]
[2.0908966]	[1.5720000000000012]
[2.9619513]	[1.5840000000000012]
[2.9631875]	[1.5960000000000012]
[2.961069]	[1.6080000000000012]
[3.7505612]	[1.6200000000000012]
[2.0899537]	[1.6320000000000012]
[2.962739]	[1.6440000000000012]
[2.962226]	[1.6560000000000012]
[2.960927]	[1.6680000000000013]
[3.7518086]	[1.6800000000000013]
[2.0889442]	[1.6920000000000013]
[2.9625278]	[1.7040000000000013]
[2.962646]	[1.7160000000000013]
[2.9607086]	[1.7280000000000013]
[2.9591353]	[1.7400000000000013]
[3.7391655]	[1.7520000000000013]
[2.1002643]	[1.7640000000000013]
[2.9612315]	[1.7760000000000014]
[2.9616127]	[1.7880000000000014]
[2.9595692]	[1.8000000000000014]
[3.7450652]	[1.8120000000000014]
[2.0951228]	[1.8240000000000014]
[2.9616542]	[1.8360000000000014]
[2.9617956]	[1.8480000000000014]
[2.9597318]	[1.8600000000000014]
[3.7494256]	[1.8720000000000014]
[2.0917559]	[1.8840000000000015]
[2.9618373]	[1.8960000000000015]
[2.9621027]	[1.9080000000000015]
[2.9598749]	[1.9200000000000015]
[2.9594452]	[1.9320000000000015]
[3.7381794]	[1.9440000000000015]
[2.10113]	[1.9560000000000015]
[2.9611862]	[1.9680000000000015]
[2.9611552]	[1.9800000000000015]
[2.9595134]	[1.9920000000000015]
[3.7447565]	[2.0040000000000013]
[2.0948381]	[2.0160000000000013]
[2.9617684]	[2.0280000000000014]
[2.9616299]	[2.0400000000000014]
[2.9595637]	[2.0520000000000014]
[3.7499301]	[2.0640000000000014]
[2.0903847]	[2.0760000000000014]
[2.9621587]	[2.0880000000000014]
[2.962032]	[2.1000000000000014]
[2.9598918]	[2.1120000000000014]
[2.9591868]	[2.1240000000000014]
[3.7394724]	[2.1360000000000015]
[2.0993018]	[2.1480000000000015]
[2.960905]	[2.1600000000000015]
[2.9609468]	[2.1720000000000015]
[2.9598868]	[2.1840000000000015]
[3.7466986]	[2.1960000000000015]
[2.0928512]	[2.2080000000000015]
[2.9615576]	[2.2200000000000015]
[2.9619648]	[2.2320000000000015]
[2.9588978]	[2.2440000000000015]
[2.959107]	[2.2560000000000016]
[3.7387967]	[2.2680000000000016]
[2.0993974]	[2.2800000000000016]
[2.961214]	[2.2920000000000016]
[2.9606743]	[2.3040000000000016]
[2.959733]	[2.3160000000000016]
[3.7466943]	[2.3280000000000016]
[2.092556]	[2.3400000000000016]
[2.961717]	[2.3520000000000016]
[2.960917]	[2.3640000000000017]
[2.9600623]	[2.3760000000000017]
[2.9589796]	[2.3880000000000017]
[3.7389054]	[2.4000000000000017]
[2.0990798]	[2.4120000000000017]
[2.9607775]	[2.4240000000000017]
[2.9607291]	[2.4360000000000017]
[2.9596076]	[2.4480000000000017]
[3.7475307]	[2.4600000000000017]
[2.0914178]	[2.4720000000000018]
[2.9614785]	[2.4840000000000018]
[2.9611948]	[2.4960000000000018]
[2.9598827]	[2.508000000000002]
[2.9584637]	[2.520000000000002]
[3.7406998]	[2.532000000000002]
[2.0970373]	[2.544000000000002]
[2.961292]	[2.556000000000002]
[2.9606314]	[2.568000000000002]
[2.95944]	[2.580000000000002]
[2.9578795]	[2.592000000000002]
[3.7368622]	[2.604000000000002]
[2.100279]	[2.616000000000002]
[2.9607885]	[2.628000000000002]
[2.9603064]	[2.640000000000002]
[2.9595053]	[2.652000000000002]
[3.7468596]	[2.664000000000002]
[2.0914633]	[2.676000000000002]
[2.9610908]	[2.688000000000002]
[2.9612]	[2.700000000000002]
[2.9599915]	[2.712000000000002]
[2.9580963]	[2.724000000000002]
[3.7413054]	[2.736000000000002]
[2.0960443]	[2.748000000000002]
[2.9609377]	[2.760000000000002]
[2.9609294]	[2.772000000000002]
[2.9592767]	[2.784000000000002]
[2.9577034]	[2.796000000000002]
[3.7382386]	[2.808000000000002]
[2.098634]	[2.820000000000002]
[2.9607573]	[2.832000000000002]
[2.9610457]	[2.844000000000002]
[2.959083]	[2.856000000000002]
[2.9574091]	[2.868000000000002]
[3.7361977]	[2.880000000000002]
[2.1010485]	[2.892000000000002]
[2.9591568]	[2.904000000000002]
[2.960707]	[2.916000000000002]
[2.959039]	[2.928000000000002]
[2.957445]	[2.940000000000002]
[3.7357526]	[2.952000000000002]
[2.1008704]	[2.964000000000002]
[2.9606397]	[2.976000000000002]
[2.9600172]	[2.988000000000002]
[2.9583516]	[3.000000000000002]
[2.9572387]	[3.0120000000000022]
[3.7360404]	[3.0240000000000022]
[2.1001675]	[3.0360000000000023]
[2.9596453]	[3.0480000000000023]
[2.9617264]	[3.0600000000000023]
[2.9585915]	[3.0720000000000023]
[2.9573553]	[3.0840000000000023]
[3.7356877]	[3.0960000000000023]
[2.100605]	[3.1080000000000023]
[2.958955]	[3.1200000000000023]
[2.9617267]	[3.1320000000000023]
[2.9585834]	[3.1440000000000023]
[2.9570882]	[3.1560000000000024]
[3.736206]	[3.1680000000000024]
[2.1003573]	[3.1800000000000024]
[2.9596822]	[3.1920000000000024]
[2.9601355]	[3.2040000000000024]
[2.9583786]	[3.2160000000000024]
[2.95673]	[3.2280000000000024]
[3.7367685]	[3.2400000000000024]
[2.0950177]	[3.2520000000000024]
[2.4444716]	[3.2640000000000025]
[2.2609816]	[3.2760000000000025]
[2.1608663]	[3.2880000000000025]
[2.0423646]	[3.3000000000000025]
[1.9937534]	[3.3120000000000025]
[2.63163]	[3.3240000000000025]
[0.97611123]	[3.3360000000000025]
[1.7204015]	[3.3480000000000025]
[1.5577389]	[3.3600000000000025]
[1.5275514]	[3.3720000000000026]
[1.364988]	[3.3840000000000026]
[1.2481264]	[3.3960000000000026]
[1.1566535]	[3.4080000000000026]
[1.0169014]	[3.4200000000000026]
[0.97410405]	[3.4320000000000026]
[0.7719108]	[3.4440000000000026]
[0.7341425]	[3.4560000000000026]
[0.59291863]	[3.4680000000000026]
[0.41424572]	[3.4800000000000026]
[0.34808242]	[3.4920000000000027]
[0.21673332]	[3.5040000000000027]
[0.11319617]	[3.5160000000000027]
[-0.03137359]	[3.5280000000000027]
[-0.19167897]	[3.5400000000000027]
[-1.1163725]	[3.5520000000000027]
[-1.3069754]	[3.5640000000000027]
[-1.7793102]	[3.5760000000000027]
[-1.8990158]	[3.5880000000000027]
[-2.3337996]	[3.6000000000000028]
[-2.4761581]	[3.6120000000000028]
[-2.758607]	[3.6240000000000028]
[-3.2160165]	[3.636000000000003]
[-3.3579547]	[3.648000000000003]
[-3.753361]	[3.660000000000003]
[-4.051594]	[3.672000000000003]
[-4.266985]	[3.684000000000003]
[-4.727408]	[3.696000000000003]
[-4.9013815]	[3.708000000000003]
[-5.2371535]	[3.720000000000003]
[-5.722554]	[3.732000000000003]
[-5.9350147]	[3.744000000000003]
[-6.2834477]	[3.756000000000003]
