[2.9817674]	[0.012]
[2.544402]	[0.024]
[2.9501278]	[0.036000000000000004]
[2.9459314]	[0.048]
[2.9459727]	[0.06]
[2.945971]	[0.072]
[2.9459698]	[0.08399999999999999]
[2.945964]	[0.09599999999999999]
[2.945964]	[0.10799999999999998]
[2.945961]	[0.11999999999999998]
[2.9459574]	[0.13199999999999998]
[2.9459536]	[0.144]
[2.9459507]	[0.156]
[2.9459522]	[0.168]
[2.945945]	[0.18000000000000002]
[2.0825174]	[0.19200000000000003]
[2.9651084]	[0.20400000000000004]
[2.9656081]	[0.21600000000000005]
[2.963513]	[0.22800000000000006]
[3.7617457]	[0.24000000000000007]
[2.0846875]	[0.25200000000000006]
[2.964757]	[0.26400000000000007]
[2.9645624]	[0.2760000000000001]
[2.9627085]	[0.2880000000000001]
[3.7528348]	[0.3000000000000001]
[2.0924473]	[0.3120000000000001]
[2.9639354]	[0.3240000000000001]
[2.9639578]	[0.33600000000000013]
[3.7634706]	[0.34800000000000014]
[2.0831237]	[0.36000000000000015]
[2.9648829]	[0.37200000000000016]
[2.964509]	[0.3840000000000002]
[2.9628325]	[0.3960000000000002]
[3.7542272]	[0.4080000000000002]
[2.0911236]	[0.4200000000000002]
[2.9641213]	[0.4320000000000002]
[2.9639316]	[0.44400000000000023]
[2.9621463]	[0.45600000000000024]
[3.7483003]	[0.46800000000000025]
[2.0960722]	[0.48000000000000026]
[2.9635403]	[0.49200000000000027]
[2.963395]	[0.5040000000000002]
[3.7608342]	[0.5160000000000002]
[2.0847974]	[0.5280000000000002]
[2.9644325]	[0.5400000000000003]
[2.9642034]	[0.5520000000000003]
[2.962515]	[0.5640000000000003]
[3.7536478]	[0.5760000000000003]
[2.0911732]	[0.5880000000000003]
[2.9638925]	[0.6000000000000003]
[2.9632397]	[0.6120000000000003]
[2.9615896]	[0.6240000000000003]
[3.7497447]	[0.6360000000000003]
[2.0948403]	[0.6480000000000004]
[2.9634194]	[0.6600000000000004]
[2.9631197]	[0.6720000000000004]
[3.762463]	[0.6840000000000004]
[2.0831227]	[0.6960000000000004]
[2.965418]	[0.7080000000000004]
[2.9629626]	[0.7200000000000004]
[2.9625692]	[0.7320000000000004]
[3.7554743]	[0.7440000000000004]
[2.0894978]	[0.7560000000000004]
[2.9638374]	[0.7680000000000005]
[2.9633195]	[0.7800000000000005]
[2.9617152]	[0.7920000000000005]
[3.7512693]	[0.8040000000000005]
[2.0927186]	[0.8160000000000005]
[2.9643562]	[0.8280000000000005]
[2.962061]	[0.8400000000000005]
[2.961209]	[0.8520000000000005]
[3.7492695]	[0.8640000000000005]
[2.0943077]	[0.8760000000000006]
[2.9644287]	[0.8880000000000006]
[2.9616444]	[0.9000000000000006]
[2.9613774]	[0.9120000000000006]
[3.7478626]	[0.9240000000000006]
[2.095711]	[0.9360000000000006]
[2.9639692]	[0.9480000000000006]
[2.9616787]	[0.9600000000000006]
[2.9611807]	[0.9720000000000006]
[3.7470896]	[0.9840000000000007]
[2.0965326]	[0.9960000000000007]
[2.9639628]	[1.0080000000000007]
[2.9616888]	[1.0200000000000007]
[2.9611785]	[1.0320000000000007]
[3.7462683]	[1.0440000000000007]
[2.0964298]	[1.0560000000000007]
[2.9632185]	[1.0680000000000007]
[2.9636335]	[1.0800000000000007]
[2.9600027]	[1.0920000000000007]
[3.746367]	[1.1040000000000008]
[2.095952]	[1.1160000000000008]
[2.9630404]	[1.1280000000000008]
[2.9639473]	[1.1400000000000008]
[2.9607556]	[1.1520000000000008]
[3.745984]	[1.1640000000000008]
[2.09554]	[1.1760000000000008]
[2.962901]	[1.1880000000000008]
[2.9630353]	[1.2000000000000008]
[2.9619157]	[1.2120000000000009]
[3.7463088]	[1.2240000000000009]
[2.096784]	[1.2360000000000009]
[2.9613595]	[1.2480000000000009]
[2.9630377]	[1.260000000000001]
[2.9616811]	[1.272000000000001]
[3.7468102]	[1.284000000000001]
[2.095711]	[1.296000000000001]
[2.963117]	[1.308000000000001]
[2.9611511]	[1.320000000000001]
[2.9621036]	[1.332000000000001]
[3.7475474]	[1.344000000000001]
[2.0949454]	[1.356000000000001]
[2.9628172]	[1.368000000000001]
[2.9616182]	[1.380000000000001]
[2.962361]	[1.392000000000001]
[3.747891]	[1.404000000000001]
[2.0946274]	[1.416000000000001]
[2.9628353]	[1.428000000000001]
[2.9615867]	[1.440000000000001]
