[2.9627118]	[0.002]
[3.0064406]	[0.004]
[3.0055962]	[0.006]
[3.005576]	[0.008]
[3.0055578]	[0.01]
[3.0055447]	[0.012]
[3.005491]	[0.014]
[3.005474]	[0.016]
[3.005452]	[0.018000000000000002]
[3.0054348]	[0.020000000000000004]
[3.0054064]	[0.022000000000000006]
[3.0053926]	[0.024000000000000007]
[3.0053785]	[0.02600000000000001]
[3.0053563]	[0.02800000000000001]
[3.0053365]	[0.030000000000000013]
[3.0764978]	[0.032000000000000015]
[3.00394]	[0.034000000000000016]
[3.0756679]	[0.03600000000000002]
[3.003918]	[0.03800000000000002]
[3.075318]	[0.04000000000000002]
[3.0039263]	[0.04200000000000002]
[3.0749981]	[0.044000000000000025]
[3.003906]	[0.04600000000000003]
[3.075936]	[0.04800000000000003]
[3.003885]	[0.05000000000000003]
[3.074756]	[0.05200000000000003]
[3.0038652]	[0.054000000000000034]
[3.0750632]	[0.056000000000000036]
[3.0040076]	[0.05800000000000004]
[3.0736697]	[0.06000000000000004]
[3.0039835]	[0.06200000000000004]
[3.0734456]	[0.06400000000000004]
[3.0039992]	[0.06600000000000004]
[3.073036]	[0.06800000000000005]
[3.0039833]	[0.07000000000000005]
[3.0049107]	[0.07200000000000005]
[3.0788527]	[0.07400000000000005]
[3.0039809]	[0.07600000000000005]
[3.0775814]	[0.07800000000000006]
[3.0039074]	[0.08000000000000006]
[3.0783942]	[0.08200000000000006]
[3.0034778]	[0.08400000000000006]
[3.077239]	[0.08600000000000006]
[3.0034595]	[0.08800000000000006]
[3.0764935]	[0.09000000000000007]
[3.0036104]	[0.09200000000000007]
[3.0755694]	[0.09400000000000007]
[3.0035963]	[0.09600000000000007]
[3.075728]	[0.09800000000000007]
[3.0035727]	[0.10000000000000007]
[3.0749214]	[0.10200000000000008]
[3.0035574]	[0.10400000000000008]
[3.0747766]	[0.10600000000000008]
[3.0035331]	[0.10800000000000008]
[3.0747516]	[0.11000000000000008]
[3.0035443]	[0.11200000000000009]
[3.0743632]	[0.11400000000000009]
[3.0035279]	[0.11600000000000009]
[3.0741062]	[0.11800000000000009]
[3.003705]	[0.12000000000000009]
[3.0738146]	[0.1220000000000001]
[3.0036836]	[0.1240000000000001]
[3.0737622]	[0.12600000000000008]
[3.0036607]	[0.12800000000000009]
[3.0738144]	[0.1300000000000001]
[3.0038033]	[0.1320000000000001]
[3.0735693]	[0.1340000000000001]
[3.0037844]	[0.1360000000000001]
[3.0737896]	[0.1380000000000001]
[3.003764]	[0.1400000000000001]
[3.073647]	[0.1420000000000001]
[3.0037382]	[0.1440000000000001]
[3.0738292]	[0.1460000000000001]
[3.0037253]	[0.1480000000000001]
[3.0741162]	[0.1500000000000001]
[3.003713]	[0.1520000000000001]
[3.073878]	[0.1540000000000001]
[3.003856]	[0.1560000000000001]
[3.0740113]	[0.1580000000000001]
[3.0037057]	[0.16000000000000011]
[3.073954]	[0.16200000000000012]
[3.003848]	[0.16400000000000012]
[3.0740616]	[0.16600000000000012]
[3.0037696]	[0.16800000000000012]
[3.074002]	[0.17000000000000012]
[3.0037482]	[0.17200000000000013]
[3.0741465]	[0.17400000000000013]
[3.0037234]	[0.17600000000000013]
[3.074465]	[0.17800000000000013]
[3.0037048]	[0.18000000000000013]
[3.0749729]	[0.18200000000000013]
[3.0038452]	[0.18400000000000014]
[3.0739226]	[0.18600000000000014]
[3.0038254]	[0.18800000000000014]
[3.0733762]	[0.19000000000000014]
[3.003807]	[0.19200000000000014]
[3.0730371]	[0.19400000000000014]
[3.0037851]	[0.19600000000000015]
[3.0727246]	[0.19800000000000015]
[3.003765]	[0.20000000000000015]
[3.0732594]	[0.20200000000000015]
[3.0037444]	[0.20400000000000015]
[3.0738692]	[0.20600000000000016]
[3.0037582]	[0.20800000000000016]
[3.074367]	[0.21000000000000016]
[3.0037355]	[0.21200000000000016]
[3.0735981]	[0.21400000000000016]
[3.0037174]	[0.21600000000000016]
[3.0738213]	[0.21800000000000017]
[3.003697]	[0.22000000000000017]
[3.0737193]	[0.22200000000000017]
[3.0037103]	[0.22400000000000017]
[3.073561]	[0.22600000000000017]
[3.0036929]	[0.22800000000000017]
[3.073456]	[0.23000000000000018]
[3.003842]	[0.23200000000000018]
[3.0732548]	[0.23400000000000018]
[3.003819]	[0.23600000000000018]
[3.0737944]	[0.23800000000000018]
[3.003795]	[0.24000000000000019]
[3.0742784]	[0.2420000000000002]
[3.0037773]	[0.2440000000000002]
[3.0746536]	[0.2460000000000002]
[3.0037549]	[0.2480000000000002]
[3.074342]	[0.25000000000000017]
[3.0038998]	[0.25200000000000017]
[3.0743196]	[0.25400000000000017]
[3.0038757]	[0.25600000000000017]
[3.0739038]	[0.2580000000000002]
[3.003882]	[0.2600000000000002]
[3.0742085]	[0.2620000000000002]
[3.0040343]	[0.2640000000000002]
[3.0743403]	[0.2660000000000002]
[3.0040112]	[0.2680000000000002]
[3.0742168]	[0.2700000000000002]
[3.004154]	[0.2720000000000002]
[3.074217]	[0.2740000000000002]
[3.0037396]	[0.2760000000000002]
[3.0743527]	[0.2780000000000002]
[3.0037222]	[0.2800000000000002]
[3.074148]	[0.2820000000000002]
[3.0037005]	[0.2840000000000002]
[3.0742178]	[0.2860000000000002]
[3.0036738]	[0.2880000000000002]
[3.0744379]	[0.2900000000000002]
[3.0036585]	[0.2920000000000002]
[3.074611]	[0.2940000000000002]
[3.003636]	[0.2960000000000002]
[3.074893]	[0.2980000000000002]
[3.0036163]	[0.3000000000000002]
[3.0746634]	[0.3020000000000002]
[3.0035913]	[0.3040000000000002]
[3.0744944]	[0.3060000000000002]
[3.003604]	[0.3080000000000002]
[3.074341]	[0.3100000000000002]
[3.0035944]	[0.3120000000000002]
[3.074271]	[0.3140000000000002]
[3.0035713]	[0.3160000000000002]
[3.0742028]	[0.3180000000000002]
[3.0035474]	[0.32000000000000023]
[3.0745285]	[0.32200000000000023]
[3.0035233]	[0.32400000000000023]
[3.074912]	[0.32600000000000023]
[3.003499]	[0.32800000000000024]
[3.074654]	[0.33000000000000024]
[3.0035143]	[0.33200000000000024]
[3.0742464]	[0.33400000000000024]
[3.0034878]	[0.33600000000000024]
[3.0744255]	[0.33800000000000024]
[3.0036302]	[0.34000000000000025]
[3.0747416]	[0.34200000000000025]
[3.0036082]	[0.34400000000000025]
[3.074904]	[0.34600000000000025]
[3.00359]	[0.34800000000000025]
[3.0756135]	[0.35000000000000026]
[3.0037282]	[0.35200000000000026]
[3.074443]	[0.35400000000000026]
[3.0033202]	[0.35600000000000026]
[3.0734859]	[0.35800000000000026]
[3.0029044]	[0.36000000000000026]
[3.0747716]	[0.36200000000000027]
[3.0028834]	[0.36400000000000027]
[3.0738292]	[0.36600000000000027]
[3.0028622]	[0.36800000000000027]
[3.0748267]	[0.3700000000000003]
[3.002841]	[0.3720000000000003]
[3.0739167]	[0.3740000000000003]
[3.0028532]	[0.3760000000000003]
[3.0754414]	[0.3780000000000003]
[3.0027795]	[0.3800000000000003]
[3.0733793]	[0.3820000000000003]
[3.0027647]	[0.3840000000000003]
[3.0754197]	[0.3860000000000003]
[3.0027418]	[0.3880000000000003]
[3.0731378]	[0.3900000000000003]
[3.0027165]	[0.3920000000000003]
[3.0746787]	[0.3940000000000003]
[3.0026405]	[0.3960000000000003]
[3.073167]	[0.3980000000000003]
[3.0025632]	[0.4000000000000003]
[3.073991]	[0.4020000000000003]
[3.002523]	[0.4040000000000003]
[3.0741284]	[0.4060000000000003]
[3.0024893]	[0.4080000000000003]
[3.074298]	[0.4100000000000003]
[3.0024676]	[0.4120000000000003]
[3.07446]	[0.4140000000000003]
[3.0025098]	[0.4160000000000003]
[3.0743525]	[0.4180000000000003]
[3.00249]	[0.4200000000000003]
[3.0744927]	[0.4220000000000003]
[3.002468]	[0.4240000000000003]
[3.0745015]	[0.4260000000000003]
[3.00261]	[0.4280000000000003]
[3.0741754]	[0.4300000000000003]
[3.002588]	[0.43200000000000033]
[3.0742486]	[0.43400000000000033]
[3.0025501]	[0.43600000000000033]
[3.074316]	[0.43800000000000033]
[3.002699]	[0.44000000000000034]
[3.0746267]	[0.44200000000000034]
[3.002582]	[0.44400000000000034]
[3.074614]	[0.44600000000000034]
[3.0025616]	[0.44800000000000034]
[3.0749078]	[0.45000000000000034]
[3.0027041]	[0.45200000000000035]
[3.075762]	[0.45400000000000035]
[3.002302]	[0.45600000000000035]
[3.0753322]	[0.45800000000000035]
[3.0019276]	[0.46000000000000035]
[3.0752752]	[0.46200000000000035]
[3.0019171]	[0.46400000000000036]
[3.075589]	[0.46600000000000036]
[3.0018897]	[0.46800000000000036]
[3.075605]	[0.47000000000000036]
[3.0018675]	[0.47200000000000036]
[3.0757406]	[0.47400000000000037]
[3.0019586]	[0.47600000000000037]
[3.0754359]	[0.47800000000000037]
[3.0019388]	[0.48000000000000037]
[3.0750098]	[0.4820000000000004]
[3.0033894]	[0.4840000000000004]
[-30.179445]	[0.4860000000000004]
[-6.1308503]	[0.4880000000000004]
[-2.782]	[0.4900000000000004]
[-0.82598037]	[0.4920000000000004]
[-1.116254]	[0.4940000000000004]
[-0.7445879]	[0.4960000000000004]
[-1.5527982]	[0.4980000000000004]
[-2.0248086]	[0.5000000000000003]
[-2.216528]	[0.5020000000000003]
[-2.4568503]	[0.5040000000000003]
[-0.8183993]	[0.5060000000000003]
[-2.7987764]	[0.5080000000000003]
[-3.8070397]	[0.5100000000000003]
[-2.4603639]	[0.5120000000000003]
[-3.773667]	[0.5140000000000003]
[-4.669276]	[0.5160000000000003]
[-4.867196]	[0.5180000000000003]
[-5.243806]	[0.5200000000000004]
[-3.4958963]	[0.5220000000000004]
[-5.831]	[0.5240000000000004]
[-6.7618675]	[0.5260000000000004]
[-7.492417]	[0.5280000000000004]
[-7.8344803]	[0.5300000000000004]
[-7.9299836]	[0.5320000000000004]
[-8.479348]	[0.5340000000000004]
[-8.726423]	[0.5360000000000004]
[-9.4194145]	[0.5380000000000004]
[-10.268985]	[0.5400000000000004]
[-10.869895]	[0.5420000000000004]
[-10.605332]	[0.5440000000000004]
[-11.400001]	[0.5460000000000004]
[-12.227541]	[0.5480000000000004]
[-12.828149]	[0.5500000000000004]
[-13.387018]	[0.5520000000000004]
[-13.894248]	[0.5540000000000004]
[-14.799775]	[0.5560000000000004]
[-14.337512]	[0.5580000000000004]
[-15.132009]	[0.5600000000000004]
[-16.36079]	[0.5620000000000004]
[-16.345167]	[0.5640000000000004]
[-16.866827]	[0.5660000000000004]
[-16.641262]	[0.5680000000000004]
[-17.60621]	[0.5700000000000004]
[-18.181423]	[0.5720000000000004]
[-18.949894]	[0.5740000000000004]
[-20.15151]	[0.5760000000000004]
[-19.781816]	[0.5780000000000004]
[-21.510994]	[0.5800000000000004]
[-23.741016]	[0.5820000000000004]
[-24.141182]	[0.5840000000000004]
[-25.893644]	[0.5860000000000004]
[-27.57658]	[0.5880000000000004]
[-28.036085]	[0.5900000000000004]
[-29.866817]	[0.5920000000000004]
[-30.342134]	[0.5940000000000004]
[-32.903458]	[0.5960000000000004]
[-32.860794]	[0.5980000000000004]
[-33.221565]	[0.6000000000000004]
[-36.855484]	[0.6020000000000004]
[-36.509613]	[0.6040000000000004]
[-38.49302]	[0.6060000000000004]
[-40.60011]	[0.6080000000000004]
[-41.09828]	[0.6100000000000004]
[-42.591278]	[0.6120000000000004]
[-45.587376]	[0.6140000000000004]
[-46.519726]	[0.6160000000000004]
[-46.346832]	[0.6180000000000004]
[-48.873806]	[0.6200000000000004]
[-51.433372]	[0.6220000000000004]
[-51.99829]	[0.6240000000000004]
[-52.985043]	[0.6260000000000004]
[-55.37841]	[0.6280000000000004]
[-56.363182]	[0.6300000000000004]
[-55.867996]	[0.6320000000000005]
[-59.420715]	[0.6340000000000005]
[-61.61684]	[0.6360000000000005]
[-63.56878]	[0.6380000000000005]
[-63.451885]	[0.6400000000000005]
[-64.62211]	[0.6420000000000005]
[-65.58328]	[0.6440000000000005]
[-67.467995]	[0.6460000000000005]
[-70.30204]	[0.6480000000000005]
[-71.43806]	[0.6500000000000005]
[-67.32974]	[0.6520000000000005]
[-49.335316]	[0.6540000000000005]
[-26.456099]	[0.6560000000000005]
[-17.616642]	[0.6580000000000005]
[-6.3994446]	[0.6600000000000005]
[-6.448009]	[0.6620000000000005]
[-6.5786276]	[0.6640000000000005]
[-6.955341]	[0.6660000000000005]
[-7.064165]	[0.6680000000000005]
[-7.3124747]	[0.6700000000000005]
[-7.387475]	[0.6720000000000005]
[-7.2896237]	[0.6740000000000005]
[-7.495145]	[0.6760000000000005]
[-7.5707083]	[0.6780000000000005]
[-7.6060514]	[0.6800000000000005]
[-7.5722036]	[0.6820000000000005]
[-7.630035]	[0.6840000000000005]
[-7.5426702]	[0.6860000000000005]
[-7.5857944]	[0.6880000000000005]
[-7.655412]	[0.6900000000000005]
[-7.611795]	[0.6920000000000005]
[-7.581002]	[0.6940000000000005]
[-7.637242]	[0.6960000000000005]
[-7.0185595]	[0.6980000000000005]
[-5.4164085]	[0.7000000000000005]
[3.9839585]	[0.7020000000000005]
[13.089911]	[0.7040000000000005]
[30.750122]	[0.7060000000000005]
[64.69789]	[0.7080000000000005]
[3.143884]	[0.7100000000000005]
[-3.5303125]	[0.7120000000000005]
[-4.6656885]	[0.7140000000000005]
[-4.6190004]	[0.7160000000000005]
[-4.6631465]	[0.7180000000000005]
[-4.375691]	[0.7200000000000005]
[-4.1354656]	[0.7220000000000005]
[-4.049545]	[0.7240000000000005]
[-4.758515]	[0.7260000000000005]
[-4.7148046]	[0.7280000000000005]
