[2.9611816]	[0.002]
[3.00647]	[0.004]
[3.0063736]	[0.006]
[3.0063639]	[0.008]
[3.0063617]	[0.01]
[3.0063524]	[0.012]
[3.0063446]	[0.014]
[3.0059335]	[0.016]
[3.0059257]	[0.018000000000000002]
[3.0059164]	[0.020000000000000004]
[3.0059056]	[0.022000000000000006]
[3.0058994]	[0.024000000000000007]
[3.0058937]	[0.02600000000000001]
[3.005888]	[0.02800000000000001]
[3.005874]	[0.030000000000000013]
[3.0779238]	[0.032000000000000015]
[3.0048125]	[0.034000000000000016]
[3.076922]	[0.03600000000000002]
[3.0047894]	[0.03800000000000002]
[3.0767903]	[0.04000000000000002]
[3.0047686]	[0.04200000000000002]
[3.0767362]	[0.044000000000000025]
[3.004779]	[0.04600000000000003]
[3.0766292]	[0.04800000000000003]
[3.0047946]	[0.05000000000000003]
[3.0059586]	[0.05200000000000003]
[3.0803146]	[0.054000000000000034]
[3.0047328]	[0.056000000000000036]
[3.079781]	[0.05800000000000004]
[3.0047195]	[0.06000000000000004]
[3.0778844]	[0.06200000000000004]
[3.0046756]	[0.06400000000000004]
[3.078694]	[0.06600000000000004]
[3.0048203]	[0.06800000000000005]
[3.077726]	[0.07000000000000005]
[3.0047998]	[0.07200000000000005]
[3.0770595]	[0.07400000000000005]
[3.0043702]	[0.07600000000000005]
[3.0763292]	[0.07800000000000006]
[3.004557]	[0.08000000000000006]
[3.0761113]	[0.08200000000000006]
[3.0045288]	[0.08400000000000006]
[3.0758836]	[0.08600000000000006]
[3.0045114]	[0.08800000000000006]
[3.0761776]	[0.09000000000000007]
[3.0044887]	[0.09200000000000007]
[3.0753284]	[0.09400000000000007]
[3.0044708]	[0.09600000000000007]
[3.0754917]	[0.09800000000000007]
[3.0044534]	[0.10000000000000007]
[3.0749402]	[0.10200000000000008]
[3.004604]	[0.10400000000000008]
[3.0748098]	[0.10600000000000008]
[3.0045855]	[0.10800000000000008]
[3.074872]	[0.11000000000000008]
[3.00456]	[0.11200000000000009]
[3.0054104]	[0.11400000000000009]
[3.0795956]	[0.11600000000000009]
[3.0045176]	[0.11800000000000009]
[3.0797246]	[0.12000000000000009]
[3.004501]	[0.1220000000000001]
[3.0786104]	[0.1240000000000001]
[3.0044806]	[0.12600000000000008]
[3.0774348]	[0.12800000000000009]
[3.0044928]	[0.1300000000000001]
[3.076827]	[0.1320000000000001]
[3.0044708]	[0.1340000000000001]
[3.076061]	[0.1360000000000001]
[3.0044534]	[0.1380000000000001]
[3.0776997]	[0.1400000000000001]
[3.0044274]	[0.1420000000000001]
[3.076716]	[0.1440000000000001]
[3.0044084]	[0.1460000000000001]
[3.0761464]	[0.1480000000000001]
[3.0043855]	[0.1500000000000001]
[3.0754755]	[0.1520000000000001]
[3.0044737]	[0.1540000000000001]
[3.0753033]	[0.1560000000000001]
[3.0044556]	[0.1580000000000001]
