[2.9640331]	[0.002]
[3.0058541]	[0.004]
[3.0052383]	[0.006]
[3.0052333]	[0.008]
[3.0052238]	[0.01]
[3.005219]	[0.012]
[3.0052085]	[0.014]
[3.0051966]	[0.016]
[3.0051913]	[0.018000000000000002]
[3.0051823]	[0.020000000000000004]
[3.0051684]	[0.022000000000000006]
[3.0051668]	[0.024000000000000007]
[3.0051515]	[0.02600000000000001]
[3.0051436]	[0.02800000000000001]
[3.0051298]	[0.030000000000000013]
[3.0765057]	[0.032000000000000015]
[3.004626]	[0.034000000000000016]
[3.0770519]	[0.03600000000000002]
[3.0046048]	[0.03800000000000002]
[3.0768461]	[0.04000000000000002]
[3.004583]	[0.04200000000000002]
[3.0767195]	[0.044000000000000025]
[3.0045598]	[0.04600000000000003]
[3.0766525]	[0.04800000000000003]
[3.0045402]	[0.05000000000000003]
[3.0765893]	[0.05200000000000003]
[3.004517]	[0.054000000000000034]
[3.0765173]	[0.056000000000000036]
[3.0045285]	[0.05800000000000004]
[3.0753965]	[0.06000000000000004]
[3.0045075]	[0.06200000000000004]
[3.0752482]	[0.06400000000000004]
[3.0044832]	[0.06600000000000004]
[3.0748944]	[0.06800000000000005]
[3.0044649]	[0.07000000000000005]
[3.0748107]	[0.07200000000000005]
[3.0044425]	[0.07400000000000005]
[3.074997]	[0.07600000000000005]
[3.0044155]	[0.07800000000000006]
[3.0750728]	[0.08000000000000006]
[3.0044115]	[0.08200000000000006]
[3.0751586]	[0.08400000000000006]
[3.0047195]	[0.08600000000000006]
[3.0743992]	[0.08800000000000006]
[3.0046961]	[0.09000000000000007]
[3.0744221]	[0.09200000000000007]
[3.0046685]	[0.09400000000000007]
[3.0746531]	[0.09600000000000007]
[3.004676]	[0.09800000000000007]
[3.07642]	[0.10000000000000007]
[3.0046504]	[0.10200000000000008]
[3.0748873]	[0.10400000000000008]
[3.0046391]	[0.10600000000000008]
[3.0744424]	[0.10800000000000008]
[3.0046144]	[0.11000000000000008]
[3.0743537]	[0.11200000000000009]
[3.0047586]	[0.11400000000000009]
[3.0744529]	[0.11600000000000009]
[3.0047328]	[0.11800000000000009]
[3.0745523]	[0.12000000000000009]
[3.0047123]	[0.1220000000000001]
[3.0748813]	[0.1240000000000001]
[3.0046906]	[0.12600000000000008]
[3.0745685]	[0.12800000000000009]
[3.0046785]	[0.1300000000000001]
[3.0748274]	[0.1320000000000001]
[3.0046508]	[0.1340000000000001]
[3.0747669]	[0.1360000000000001]
[3.0046632]	[0.1380000000000001]
[3.0747716]	[0.1400000000000001]
[3.0042553]	[0.1420000000000001]
[3.0749326]	[0.1440000000000001]
[3.0042295]	[0.1460000000000001]
[3.0749254]	[0.1480000000000001]
[3.004215]	[0.1500000000000001]
[3.0748494]	[0.1520000000000001]
[3.0041924]	[0.1540000000000001]
[3.0749311]	[0.1560000000000001]
[3.0041656]	[0.1580000000000001]
[3.0750303]	[0.16000000000000011]
[3.0041506]	[0.16200000000000012]
[3.0748274]	[0.16400000000000012]
[3.0041184]	[0.16600000000000012]
[3.074563]	[0.16800000000000012]
[3.0042987]	[0.17000000000000012]
[3.0745943]	[0.17200000000000013]
[3.0042808]	[0.17400000000000013]
[3.075076]	[0.17600000000000013]
[3.0042522]	[0.17800000000000013]
[3.0742962]	[0.18000000000000013]
[3.0042322]	[0.18200000000000013]
[3.074752]	[0.18400000000000014]
[3.0042048]	[0.18600000000000014]
[3.0748003]	[0.18800000000000014]
[3.00435]	[0.19000000000000014]
[3.0749514]	[0.19200000000000014]
[3.004362]	[0.19400000000000014]
[3.075112]	[0.19600000000000015]
[3.0043404]	[0.19800000000000015]
[3.0756276]	[0.20000000000000015]
[3.004314]	[0.20200000000000015]
[3.0744407]	[0.20400000000000015]
[3.0038795]	[0.20600000000000016]
[3.0743728]	[0.20800000000000016]
[3.0038917]	[0.21000000000000016]
[3.0750115]	[0.21200000000000016]
[3.0035148]	[0.21400000000000016]
[3.0741642]	[0.21600000000000016]
[3.0034952]	[0.21800000000000017]
[3.0751312]	[0.22000000000000017]
[3.0034442]	[0.22200000000000017]
[3.0740416]	[0.22400000000000017]
[3.003454]	[0.22600000000000017]
[3.0753198]	[0.22800000000000017]
[3.003414]	[0.23000000000000018]
[3.0739307]	[0.23200000000000018]
[3.003318]	[0.23400000000000018]
[3.075686]	[0.23600000000000018]
[3.0033324]	[0.23800000000000018]
[3.0734844]	[0.24000000000000019]
[3.0033414]	[0.2420000000000002]
[3.0747046]	[0.2440000000000002]
[3.0033545]	[0.2460000000000002]
[3.073824]	[0.2480000000000002]
[3.0032763]	[0.25000000000000017]
[3.0740573]	[0.25200000000000017]
[3.0032527]	[0.25400000000000017]
[3.0745928]	[0.25600000000000017]
[3.003387]	[0.2580000000000002]
[3.0748088]	[0.2600000000000002]
[3.003365]	[0.2620000000000002]
[3.0746894]	[0.2640000000000002]
[3.0034566]	[0.2660000000000002]
[3.0746036]	[0.2680000000000002]
[3.003434]	[0.2700000000000002]
[3.0744886]	[0.2720000000000002]
[3.0034127]	[0.2740000000000002]
[3.0742044]	[0.2760000000000002]
[3.003389]	[0.2780000000000002]
[3.0745304]	[0.2800000000000002]
[3.0035415]	[0.2820000000000002]
[3.0746775]	[0.2840000000000002]
[3.0035067]	[0.2860000000000002]
[3.0747368]	[0.2880000000000002]
[3.003478]	[0.2900000000000002]
[3.0748448]	[0.2920000000000002]
[3.0034564]	[0.2940000000000002]
[3.074832]	[0.2960000000000002]
[3.0034356]	[0.2980000000000002]
[3.0749633]	[0.3000000000000002]
[3.0030715]	[0.3020000000000002]
[3.0750744]	[0.3040000000000002]
[3.003049]	[0.3060000000000002]
[3.075188]	[0.3080000000000002]
[3.0030224]	[0.3100000000000002]
[3.0762324]	[0.3120000000000002]
[3.0027363]	[0.3140000000000002]
[3.0758064]	[0.3160000000000002]
[3.002719]	[0.3180000000000002]
[3.075801]	[0.32000000000000023]
[3.0026453]	[0.32200000000000023]
[3.0754166]	[0.32400000000000023]
[3.002652]	[0.32600000000000023]
[3.075171]	[0.32800000000000024]
[3.002637]	[0.33000000000000024]
[3.0753272]	[0.33200000000000024]
[3.0026112]	[0.33400000000000024]
[3.0753489]	[0.33600000000000024]
[3.002758]	[0.33800000000000024]
[3.075375]	[0.34000000000000025]
[3.0027218]	[0.34200000000000025]
[3.0758467]	[0.34400000000000025]
[3.002703]	[0.34600000000000025]
[3.0757911]	[0.34800000000000025]
[3.0028424]	[0.35000000000000026]
[3.0761497]	[0.35200000000000026]
[3.0028193]	[0.35400000000000026]
[3.0755718]	[0.35600000000000026]
[3.0027971]	[0.35800000000000026]
[3.075722]	[0.36000000000000026]
[3.002777]	[0.36200000000000027]
[3.0754247]	[0.36400000000000027]
[3.0027502]	[0.36600000000000027]
[3.0755053]	[0.36800000000000027]
[3.002674]	[0.3700000000000003]
[3.075695]	[0.3720000000000003]
[3.002584]	[0.3740000000000003]
[3.075802]	[0.3760000000000003]
[3.002563]	[0.3780000000000003]
[3.07594]	[0.3800000000000003]
[3.0025399]	[0.3820000000000003]
[3.0761156]	[0.3840000000000003]
[3.0025108]	[0.3860000000000003]
[3.0765767]	[0.3880000000000003]
[3.0024898]	[0.3900000000000003]
[3.0767193]	[0.3920000000000003]
[3.002499]	[0.3940000000000003]
[3.0766141]	[0.3960000000000003]
[3.002481]	[0.3980000000000003]
[3.0765145]	[0.4000000000000003]
[3.0024617]	[0.4020000000000003]
[3.0767198]	[0.4040000000000003]
[3.0024722]	[0.4060000000000003]
[3.0768793]	[0.4080000000000003]
[3.0024474]	[0.4100000000000003]
[3.0768795]	[0.4120000000000003]
[3.0025897]	[0.4140000000000003]
[3.0769503]	[0.4160000000000003]
[3.0025651]	[0.4180000000000003]
[3.0770805]	[0.4200000000000003]
[3.0025463]	[0.4220000000000003]
[3.076879]	[0.4240000000000003]
[3.002715]	[0.4260000000000003]
[3.0769613]	[0.4280000000000003]
[3.002685]	[0.4300000000000003]
[3.076985]	[0.43200000000000033]
[3.0026636]	[0.43400000000000033]
[3.0771112]	[0.43600000000000033]
[3.0026393]	[0.43800000000000033]
[3.0760193]	[0.44000000000000034]
[3.0026126]	[0.44200000000000034]
[3.0758016]	[0.44400000000000034]
[3.002589]	[0.44600000000000034]
[3.07574]	[0.44800000000000034]
[3.0027347]	[0.45000000000000034]
[3.075895]	[0.45200000000000035]
[0.4807976]	[0.45400000000000035]
[0.6786253]	[0.45600000000000035]
[0.7743688]	[0.45800000000000035]
[0.34476674]	[0.46000000000000035]
[0.3369514]	[0.46200000000000035]
[0.13101101]	[0.46400000000000036]
[-0.19167152]	[0.46600000000000036]
[0.35074195]	[0.46800000000000036]
[-0.44600555]	[0.47000000000000036]
[-0.819152]	[0.47200000000000036]
[0.14712527]	[0.47400000000000037]
[-0.7829003]	[0.47600000000000037]
[-0.04584309]	[0.47800000000000037]
[-1.2103525]	[0.48000000000000037]
[-1.5903882]	[0.4820000000000004]
[-0.14351386]	[0.4840000000000004]
[-1.7056842]	[0.4860000000000004]
[-0.35081768]	[0.4880000000000004]
[-2.1178527]	[0.4900000000000004]
