[14.299218]	[0.002]
[14.381622]	[0.004]
[14.376836]	[0.006]
[14.374111]	[0.008]
[14.371405]	[0.01]
[14.368678]	[0.012]
[14.365953]	[0.014]
[14.363227]	[0.016]
[14.360511]	[0.018000000000000002]
[14.357781]	[0.020000000000000004]
[14.355066]	[0.022000000000000006]
[14.352346]	[0.024000000000000007]
[14.349501]	[0.02600000000000001]
[14.34678]	[0.02800000000000001]
[14.344059]	[0.030000000000000013]
[14.414948]	[0.032000000000000015]
[14.3328285]	[0.034000000000000016]
[14.406076]	[0.03600000000000002]
[14.322165]	[0.03800000000000002]
[14.393413]	[0.04000000000000002]
[14.311546]	[0.04200000000000002]
[14.382118]	[0.044000000000000025]
[14.301058]	[0.04600000000000003]
[14.37127]	[0.04800000000000003]
[14.290401]	[0.05000000000000003]
[14.361411]	[0.05200000000000003]
[14.2799015]	[0.054000000000000034]
[14.351252]	[0.056000000000000036]
[14.269208]	[0.05800000000000004]
[14.340506]	[0.06000000000000004]
[14.258512]	[0.06200000000000004]
[14.329455]	[0.06400000000000004]
[14.247782]	[0.06600000000000004]
[14.317388]	[0.06800000000000005]
[14.237032]	[0.07000000000000005]
[14.306227]	[0.07200000000000005]
[14.226303]	[0.07400000000000005]
[14.295175]	[0.07600000000000005]
[14.215499]	[0.07800000000000006]
[14.284257]	[0.08000000000000006]
[14.204716]	[0.08200000000000006]
[14.272665]	[0.08400000000000006]
[14.19389]	[0.08600000000000006]
[14.261439]	[0.08800000000000006]
[14.1831875]	[0.09000000000000007]
[14.250662]	[0.09200000000000007]
[14.172313]	[0.09400000000000007]
[14.239406]	[0.09600000000000007]
[14.161433]	[0.09800000000000007]
[14.22761]	[0.10000000000000007]
[14.150507]	[0.10200000000000008]
[14.217429]	[0.10400000000000008]
[14.139586]	[0.10600000000000008]
[14.206377]	[0.10800000000000008]
[14.128667]	[0.11000000000000008]
[14.195549]	[0.11200000000000009]
[14.117726]	[0.11400000000000009]
[14.183185]	[0.11600000000000009]
[14.106732]	[0.11800000000000009]
[14.1720085]	[0.12000000000000009]
[14.095727]	[0.1220000000000001]
[14.161194]	[0.1240000000000001]
[14.084693]	[0.12600000000000008]
[14.150417]	[0.12800000000000009]
[14.07363]	[0.1300000000000001]
[14.139303]	[0.1320000000000001]
[14.062559]	[0.1340000000000001]
[14.128618]	[0.1360000000000001]
[14.050421]	[0.1380000000000001]
[14.116454]	[0.1400000000000001]
[14.039446]	[0.1420000000000001]
[14.104185]	[0.1440000000000001]
[14.028329]	[0.1460000000000001]
[14.093006]	[0.1480000000000001]
[14.017231]	[0.1500000000000001]
[14.082202]	[0.1520000000000001]
[14.006087]	[0.1540000000000001]
[14.070812]	[0.1560000000000001]
[13.994882]	[0.1580000000000001]
[14.059554]	[0.16000000000000011]
[13.983808]	[0.16200000000000012]
[14.048269]	[0.16400000000000012]
[13.972557]	[0.16600000000000012]
[14.035589]	[0.16800000000000012]
[13.961291]	[0.17000000000000012]
[14.02576]	[0.17200000000000013]
[13.949993]	[0.17400000000000013]
[14.0125]	[0.17600000000000013]
[13.938691]	[0.17800000000000013]
[14.004106]	[0.18000000000000013]
[13.92731]	[0.18200000000000013]
[13.988373]	[0.18400000000000014]
[13.915945]	[0.18600000000000014]
[13.975896]	[0.18800000000000014]
[13.903562]	[0.19000000000000014]
[13.967728]	[0.19200000000000014]
[13.89212]	[0.19400000000000014]
[13.951748]	[0.19600000000000015]
[13.879692]	[0.19800000000000015]
[13.94296]	[0.20000000000000015]
[13.868222]	[0.20200000000000015]
[13.928905]	[0.20400000000000015]
[13.856791]	[0.20600000000000016]
[13.920725]	[0.20800000000000016]
[13.845283]	[0.21000000000000016]
[13.9053]	[0.21200000000000016]
[13.833856]	[0.21400000000000016]
[13.893393]	[0.21600000000000016]
[13.822417]	[0.21800000000000017]
[13.881809]	[0.22000000000000017]
