[2.9632401]	[0.002]
[3.0060723]	[0.004]
[3.0052304]	[0.006]
[3.005231]	[0.008]
[3.0052335]	[0.01]
[3.0052335]	[0.012]
[3.00523]	[0.014]
[3.0052333]	[0.016]
[3.0052361]	[0.018000000000000002]
[3.0052342]	[0.020000000000000004]
[3.005234]	[0.022000000000000006]
[3.0052338]	[0.024000000000000007]
[3.0052311]	[0.02600000000000001]
[3.005235]	[0.02800000000000001]
[3.005075]	[0.030000000000000013]
[3.077666]	[0.032000000000000015]
[3.0044336]	[0.034000000000000016]
[3.0779831]	[0.03600000000000002]
[3.0044098]	[0.03800000000000002]
[3.077498]	[0.04000000000000002]
[3.0043933]	[0.04200000000000002]
[3.0774362]	[0.044000000000000025]
[3.0043726]	[0.04600000000000003]
[3.0777311]	[0.04800000000000003]
[3.0043547]	[0.05000000000000003]
[3.0768855]	[0.05200000000000003]
[3.0045004]	[0.054000000000000034]
[3.0760326]	[0.056000000000000036]
[3.0046442]	[0.05800000000000004]
[3.0764296]	[0.06000000000000004]
[3.0046163]	[0.06200000000000004]
[3.075614]	[0.06400000000000004]
[3.004632]	[0.06600000000000004]
[3.075572]	[0.06800000000000005]
[3.0046086]	[0.07000000000000005]
[3.076627]	[0.07200000000000005]
[3.004582]	[0.07400000000000005]
[3.0754037]	[0.07600000000000005]
[3.0045598]	[0.07800000000000006]
[3.0751457]	[0.08000000000000006]
[3.004703]	[0.08200000000000006]
[3.0750751]	[0.08400000000000006]
[3.0046818]	[0.08600000000000006]
[3.0750945]	[0.08800000000000006]
[3.0046542]	[0.09000000000000007]
[3.0753272]	[0.09200000000000007]
[3.004643]	[0.09400000000000007]
[3.0751703]	[0.09600000000000007]
[3.0046206]	[0.09800000000000007]
[3.0752103]	[0.10000000000000007]
[3.0045986]	[0.10200000000000008]
[3.0749953]	[0.10400000000000008]
[3.004573]	[0.10600000000000008]
[3.0752602]	[0.10800000000000008]
[3.0045815]	[0.11000000000000008]
[3.0751948]	[0.11200000000000009]
[3.0045614]	[0.11400000000000009]
[3.0753071]	[0.11600000000000009]
[3.0041502]	[0.11800000000000009]
[3.0754611]	[0.12000000000000009]
[3.0041368]	[0.1220000000000001]
[3.0756996]	[0.1240000000000001]
[3.0041146]	[0.12600000000000008]
[3.0755002]	[0.12800000000000009]
[3.004087]	[0.1300000000000001]
[3.075345]	[0.1320000000000001]
[3.0040708]	[0.1340000000000001]
[3.0748677]	[0.1360000000000001]
[3.0040412]	[0.1380000000000001]
[3.07531]	[0.1400000000000001]
[3.004222]	[0.1420000000000001]
[3.07529]	[0.1440000000000001]
[3.0042002]	[0.1460000000000001]
[3.075403]	[0.1480000000000001]
[3.0041728]	[0.1500000000000001]
[3.0757484]	[0.1520000000000001]
[3.0041556]	[0.1540000000000001]
[3.0750158]	[0.1560000000000001]
[3.0042903]	[0.1580000000000001]
[3.0753427]	[0.16000000000000011]
[3.004306]	[0.16200000000000012]
[3.0752783]	[0.16400000000000012]
[3.0043123]	[0.16600000000000012]
[3.075442]	[0.16800000000000012]
[3.0043242]	[0.17000000000000012]
[3.0746868]	[0.17200000000000013]
[3.0043073]	[0.17400000000000013]
[3.0766184]	[0.17600000000000013]
[3.0039]	[0.17800000000000013]
[3.0755453]	[0.18000000000000013]
[3.0038764]	[0.18200000000000013]
[3.0743794]	[0.18400000000000014]
[3.0034752]	[0.18600000000000014]
[3.0756073]	[0.18800000000000014]
[3.0034602]	[0.19000000000000014]
[3.0744839]	[0.19200000000000014]
[3.0034373]	[0.19400000000000014]
[3.0755436]	[0.19600000000000015]
[3.0034125]	[0.19800000000000015]
[3.0748434]	[0.20000000000000015]
[3.0033336]	[0.20200000000000015]
[3.0760782]	[0.20400000000000015]
[3.0033123]	[0.20600000000000016]
[3.073999]	[0.20800000000000016]
[3.0032854]	[0.21000000000000016]
[3.0759096]	[0.21200000000000016]
[3.003335]	[0.21400000000000016]
[3.0734904]	[0.21600000000000016]
[3.0033123]	[0.21800000000000017]
[3.0755613]	[0.22000000000000017]
[3.0033982]	[0.22200000000000017]
[3.074279]	[0.22400000000000017]
[3.0033774]	[0.22600000000000017]
[3.0749817]	[0.22800000000000017]
[3.0033457]	[0.23000000000000018]
[3.0759602]	[0.23200000000000018]
[3.0034895]	[0.23400000000000018]
[3.0742726]	[0.23600000000000018]
[3.0034683]	[0.23800000000000018]
[3.0747962]	[0.24000000000000019]
[3.003392]	[0.2420000000000002]
[3.074723]	[0.2440000000000002]
[3.0033638]	[0.2460000000000002]
[3.0745833]	[0.2480000000000002]
[3.0035095]	[0.25000000000000017]
[3.074775]	[0.25200000000000017]
[3.0034888]	[0.25400000000000017]
[3.0749176]	[0.25600000000000017]
[3.0034604]	[0.2580000000000002]
[3.0750673]	[0.2600000000000002]
[3.003434]	[0.2620000000000002]
[3.0750344]	[0.2640000000000002]
[3.0034106]	[0.2660000000000002]
[3.0753775]	[0.2680000000000002]
[3.0034246]	[0.2700000000000002]
[3.0754428]	[0.2720000000000002]
[3.003026]	[0.2740000000000002]
[3.0756123]	[0.2760000000000002]
[3.003]	[0.2780000000000002]
[3.0758832]	[0.2800000000000002]
[3.0029852]	[0.2820000000000002]
[3.0767505]	[0.2840000000000002]
[3.0027514]	[0.2860000000000002]
[3.076172]	[0.2880000000000002]
[3.0027318]	[0.2900000000000002]
[3.0765264]	[0.2920000000000002]
[3.0028558]	[0.2940000000000002]
[3.0758963]	[0.2960000000000002]
[3.002787]	[0.2980000000000002]
[3.0758767]	[0.3000000000000002]
[3.0027604]	[0.3020000000000002]
[3.0755138]	[0.3040000000000002]
[3.0027318]	[0.3060000000000002]
[3.0759645]	[0.3080000000000002]
[3.0027103]	[0.3100000000000002]
[3.0760567]	[0.3120000000000002]
[3.0026798]	[0.3140000000000002]
[3.0759447]	[0.3160000000000002]
[3.0028229]	[0.3180000000000002]
[3.0765693]	[0.32000000000000023]
[3.0028024]	[0.32200000000000023]
[3.0766845]	[0.32400000000000023]
[3.0027766]	[0.32600000000000023]
[3.0762491]	[0.32800000000000024]
[3.0027547]	[0.33000000000000024]
[3.0759976]	[0.33200000000000024]
[3.002731]	[0.33400000000000024]
[3.075902]	[0.33600000000000024]
[3.002702]	[0.33800000000000024]
[3.0760417]	[0.34000000000000025]
[3.0027137]	[0.34200000000000025]
