[2.9638739]	[0.002]
[3.006538]	[0.004]
[3.0061624]	[0.006]
[3.0061498]	[0.008]
[3.006137]	[0.01]
[3.0061255]	[0.012]
[3.006112]	[0.014]
[3.0060995]	[0.016]
[3.0060842]	[0.018000000000000002]
[3.0060713]	[0.020000000000000004]
[3.0060568]	[0.022000000000000006]
[3.0059912]	[0.024000000000000007]
[3.0059743]	[0.02600000000000001]
[3.0059576]	[0.02800000000000001]
[3.0059452]	[0.030000000000000013]
[3.0771854]	[0.032000000000000015]
[3.0050828]	[0.034000000000000016]
[3.0759633]	[0.03600000000000002]
[3.005062]	[0.03800000000000002]
[3.0756443]	[0.04000000000000002]
[3.0050535]	[0.04200000000000002]
[3.0752337]	[0.044000000000000025]
[3.005037]	[0.04600000000000003]
[3.075021]	[0.04800000000000003]
[3.005014]	[0.05000000000000003]
[3.0757258]	[0.05200000000000003]
[3.0050287]	[0.054000000000000034]
[3.0752993]	[0.056000000000000036]
[3.0050027]	[0.05800000000000004]
[3.0757964]	[0.06000000000000004]
[3.0049796]	[0.06200000000000004]
[3.07573]	[0.06400000000000004]
[3.0049558]	[0.06600000000000004]
[3.076007]	[0.06800000000000005]
[3.0051017]	[0.07000000000000005]
[3.0746934]	[0.07200000000000005]
[3.005081]	[0.07400000000000005]
[3.073861]	[0.07600000000000005]
[3.0050945]	[0.07800000000000006]
[3.0058455]	[0.08000000000000006]
[3.07888]	[0.08200000000000006]
[3.0050619]	[0.08400000000000006]
[3.0777948]	[0.08600000000000006]
[3.0050259]	[0.08800000000000006]
[3.0774941]	[0.09000000000000007]
[3.0050113]	[0.09200000000000007]
[3.0761402]	[0.09400000000000007]
[3.0050259]	[0.09600000000000007]
[3.0761323]	[0.09800000000000007]
[3.0049992]	[0.10000000000000007]
[3.0774982]	[0.10200000000000008]
[3.0049856]	[0.10400000000000008]
[3.0763571]	[0.10600000000000008]
[3.0049658]	[0.10800000000000008]
[3.075713]	[0.11000000000000008]
[3.005141]	[0.11200000000000009]
[3.0755112]	[0.11400000000000009]
[3.0051196]	[0.11600000000000009]
[3.0752618]	[0.11800000000000009]
[3.005094]	[0.12000000000000009]
[3.0748155]	[0.1220000000000001]
[3.0051062]	[0.1240000000000001]
[3.0747736]	[0.12600000000000008]
[3.005089]	[0.12800000000000009]
[3.0748837]	[0.1300000000000001]
[3.00506]	[0.1320000000000001]
[3.0749984]	[0.1340000000000001]
[3.0050435]	[0.1360000000000001]
[3.0750275]	[0.1380000000000001]
[3.0051827]	[0.1400000000000001]
