[2.9639976]	[0.002]
[3.0064113]	[0.004]
[3.0056157]	[0.006]
[3.0056028]	[0.008]
[3.005539]	[0.01]
[3.0055313]	[0.012]
[3.0055232]	[0.014]
[3.0055199]	[0.016]
[3.005505]	[0.018000000000000002]
[3.005495]	[0.020000000000000004]
[3.0054836]	[0.022000000000000006]
[3.0054743]	[0.024000000000000007]
[3.0054626]	[0.02600000000000001]
[3.0054548]	[0.02800000000000001]
[3.0054421]	[0.030000000000000013]
[3.076975]	[0.032000000000000015]
[3.0046382]	[0.034000000000000016]
[3.0769596]	[0.03600000000000002]
[3.0047784]	[0.03800000000000002]
[3.0772772]	[0.04000000000000002]
[3.0047536]	[0.04200000000000002]
[3.0770218]	[0.044000000000000025]
[3.0049052]	[0.04600000000000003]
[3.0767698]	[0.04800000000000003]
[3.004884]	[0.05000000000000003]
[3.0756793]	[0.05200000000000003]
[3.0048633]	[0.054000000000000034]
[3.0767496]	[0.056000000000000036]
[3.0048358]	[0.05800000000000004]
[3.0766928]	[0.06000000000000004]
[3.004852]	[0.06200000000000004]
[3.0753608]	[0.06400000000000004]
[3.0048335]	[0.06600000000000004]
[3.0753958]	[0.06800000000000005]
[3.00481]	[0.07000000000000005]
[3.0753164]	[0.07200000000000005]
[3.0047987]	[0.07400000000000005]
[3.0752795]	[0.07600000000000005]
[3.0049381]	[0.07800000000000006]
[3.0746572]	[0.08000000000000006]
[3.0049102]	[0.08200000000000006]
[3.074554]	[0.08400000000000006]
[3.0048873]	[0.08600000000000006]
[3.0745177]	[0.08800000000000006]
[3.0048633]	[0.09000000000000007]
[3.0747833]	[0.09200000000000007]
[3.004843]	[0.09400000000000007]
[3.0746257]	[0.09600000000000007]
[3.0048852]	[0.09800000000000007]
[3.0751388]	[0.10000000000000007]
[3.0048656]	[0.10200000000000008]
[3.0748682]	[0.10400000000000008]
[3.0048444]	[0.10600000000000008]
[3.0749187]	[0.10800000000000008]
[3.0048199]	[0.11000000000000008]
[3.0745862]	[0.11200000000000009]
[3.004804]	[0.11400000000000009]
[3.0747058]	[0.11600000000000009]
[3.004784]	[0.11800000000000009]
[3.074756]	[0.12000000000000009]
[3.0047562]	[0.1220000000000001]
[3.0751169]	[0.1240000000000001]
[3.0043483]	[0.12600000000000008]
[3.0750644]	[0.12800000000000009]
[3.004489]	[0.1300000000000001]
[3.0750022]	[0.1320000000000001]
[3.0045013]	[0.1340000000000001]
[3.0751698]	[0.1360000000000001]
[3.0045156]	[0.1380000000000001]
[3.0750794]	[0.1400000000000001]
[3.0045235]	[0.1420000000000001]
[3.0748308]	[0.1440000000000001]
[3.0045]	[0.1460000000000001]
[3.0748472]	[0.1480000000000001]
[3.0044823]	[0.1500000000000001]
[3.0748324]	[0.1520000000000001]
[3.0046206]	[0.1540000000000001]
[3.0748572]	[0.1560000000000001]
[3.0046017]	[0.1580000000000001]
[3.0748527]	[0.16000000000000011]
