[2.9813359]	[0.012]
[2.54966]	[0.024]
[2.950943]	[0.036000000000000004]
[2.9459357]	[0.048]
[2.9459963]	[0.06]
[2.9459949]	[0.072]
[2.9459906]	[0.08399999999999999]
[2.9459872]	[0.09599999999999999]
[2.945988]	[0.10799999999999998]
[2.9459856]	[0.11999999999999998]
[2.945985]	[0.13199999999999998]
[2.945981]	[0.144]
[2.9459789]	[0.156]
[2.9459763]	[0.168]
[2.134807]	[0.18000000000000002]
[2.9600186]	[0.19200000000000003]
[3.751784]	[0.20400000000000004]
[2.0927076]	[0.21600000000000005]
[2.9631026]	[0.22800000000000006]
[2.9630206]	[0.24000000000000007]
[2.9616108]	[0.25200000000000006]
[3.7492325]	[0.26400000000000007]
[2.094852]	[0.2760000000000001]
[2.9632235]	[0.2880000000000001]
[2.9628623]	[0.3000000000000001]
[3.7629964]	[0.3120000000000001]
[2.0821047]	[0.3240000000000001]
[2.9642522]	[0.33600000000000013]
[2.9641058]	[0.34800000000000014]
[2.9626353]	[0.36000000000000015]
[3.756634]	[0.37200000000000016]
[2.0879457]	[0.3840000000000002]
[2.963604]	[0.3960000000000002]
[2.963702]	[0.4080000000000002]
[2.9620218]	[0.4200000000000002]
[3.7524953]	[0.4320000000000002]
[2.0914738]	[0.44400000000000023]
[2.9633324]	[0.45600000000000024]
[2.9633825]	[0.46800000000000025]
[2.9615066]	[0.48000000000000026]
[3.750096]	[0.49200000000000027]
[2.0936177]	[0.5040000000000002]
[2.9631891]	[0.5160000000000002]
[2.9628186]	[0.5280000000000002]
[2.9609656]	[0.5400000000000003]
[3.7492185]	[0.5520000000000003]
[2.0945373]	[0.5640000000000003]
[2.962782]	[0.5760000000000003]
[2.9626212]	[0.5880000000000003]
[2.9609215]	[0.6000000000000003]
[3.7489483]	[0.6120000000000003]
[2.0944924]	[0.6240000000000003]
[2.9629097]	[0.6360000000000003]
[2.9625554]	[0.6480000000000004]
[2.960918]	[0.6600000000000004]
[3.7489443]	[0.6720000000000004]
[2.0951924]	[0.6840000000000004]
[2.9618466]	[0.6960000000000004]
[2.9629326]	[0.7080000000000004]
[2.9609673]	[0.7200000000000004]
[3.74887]	[0.7320000000000004]
[2.0952632]	[0.7440000000000004]
[2.9613965]	[0.7560000000000004]
[2.9627955]	[0.7680000000000005]
[2.9609237]	[0.7800000000000005]
[3.7494493]	[0.7920000000000005]
[2.0946813]	[0.8040000000000005]
[2.9616652]	[0.8160000000000005]
[2.9628594]	[0.8280000000000005]
[2.9610274]	[0.8400000000000005]
[3.74959]	[0.8520000000000005]
[2.0944467]	[0.8640000000000005]
[2.9618008]	[0.8760000000000006]
[2.9624696]	[0.8880000000000006]
[2.9609334]	[0.9000000000000006]
