[2.9611812]	[0.002]
[3.0064707]	[0.004]
[3.0063727]	[0.006]
[3.006363]	[0.008]
[3.0063617]	[0.01]
[3.0063534]	[0.012]
[3.0063431]	[0.014]
[3.0059352]	[0.016]
[3.0059247]	[0.018000000000000002]
[3.0059245]	[0.020000000000000004]
[3.005914]	[0.022000000000000006]
[3.0059]	[0.024000000000000007]
[3.0058947]	[0.02600000000000001]
[3.005888]	[0.02800000000000001]
[3.005874]	[0.030000000000000013]
[3.077007]	[0.032000000000000015]
[3.0048094]	[0.034000000000000016]
[3.075315]	[0.03600000000000002]
[3.0047865]	[0.03800000000000002]
[3.075864]	[0.04000000000000002]
[3.004766]	[0.04200000000000002]
[3.075129]	[0.044000000000000025]
[3.004784]	[0.04600000000000003]
[3.0059412]	[0.04800000000000003]
[3.0797148]	[0.05000000000000003]
[3.0047517]	[0.05200000000000003]
[3.079737]	[0.054000000000000034]
[3.0047338]	[0.056000000000000036]
[3.0786898]	[0.05800000000000004]
[3.0047543]	[0.06000000000000004]
[3.0769353]	[0.06200000000000004]
[3.0046756]	[0.06400000000000004]
[3.0767455]	[0.06600000000000004]
[3.004818]	[0.06800000000000005]
[3.0763116]	[0.07000000000000005]
[3.0047944]	[0.07200000000000005]
[3.0766132]	[0.07400000000000005]
[3.0043766]	[0.07600000000000005]
[3.0760458]	[0.07800000000000006]
[3.0045552]	[0.08000000000000006]
[3.076398]	[0.08200000000000006]
[3.0045302]	[0.08400000000000006]
[3.075613]	[0.08600000000000006]
[3.0045118]	[0.08800000000000006]
[3.0747426]	[0.09000000000000007]
[3.004487]	[0.09200000000000007]
[3.07545]	[0.09400000000000007]
[3.0044694]	[0.09600000000000007]
[3.0055006]	[0.09800000000000007]
[3.079357]	[0.10000000000000007]
[3.0044413]	[0.10200000000000008]
[3.0797322]	[0.10400000000000008]
[3.0045893]	[0.10600000000000008]
[3.078145]	[0.10800000000000008]
[3.0045753]	[0.11000000000000008]
[3.0770466]	[0.11200000000000009]
[3.0045533]	[0.11400000000000009]
[3.077612]	[0.11600000000000009]
[3.0045245]	[0.11800000000000009]
[3.077188]	[0.12000000000000009]
[3.0045028]	[0.1220000000000001]
[3.0760233]	[0.1240000000000001]
[3.0044801]	[0.12600000000000008]
[3.0752988]	[0.12800000000000009]
[3.0044954]	[0.1300000000000001]
[3.0759265]	[0.1320000000000001]
[3.0044706]	[0.1340000000000001]
[3.0756247]	[0.1360000000000001]
[3.004452]	[0.1380000000000001]
[3.0764937]	[0.1400000000000001]
[3.0044284]	[0.1420000000000001]
[3.074858]	[0.1440000000000001]
[3.0044112]	[0.1460000000000001]
[3.07573]	[0.1480000000000001]
[3.004388]	[0.1500000000000001]
[3.0753448]	[0.1520000000000001]
[3.004478]	[0.1540000000000001]
[3.075037]	[0.1560000000000001]
[3.0044513]	[0.1580000000000001]
[3.0748103]	[0.16000000000000011]
[3.004438]	[0.16200000000000012]
[3.0745683]	[0.16400000000000012]
[3.0044496]	[0.16600000000000012]
[3.0742779]	[0.16800000000000012]
[3.0045965]	[0.17000000000000012]
[3.0741336]	[0.17200000000000013]
[3.0045717]	[0.17400000000000013]
[3.073698]	[0.17600000000000013]
[3.0045495]	[0.17800000000000013]
[3.0732453]	[0.18000000000000013]
[3.0045288]	[0.18200000000000013]
[3.0744386]	[0.18400000000000014]
[3.0045044]	[0.18600000000000014]
[3.0745087]	[0.18800000000000014]
[3.0045192]	[0.19000000000000014]
[3.074377]	[0.19200000000000014]
[3.0044975]	[0.19400000000000014]
[3.0748212]	[0.19600000000000015]
[3.0044796]	[0.19800000000000015]
[3.0750513]	[0.20000000000000015]
[3.0044577]	[0.20200000000000015]
[3.0748255]	[0.20400000000000015]
[3.0044332]	[0.20600000000000016]
[3.0747263]	[0.20800000000000016]
[3.004414]	[0.21000000000000016]
[3.073876]	[0.21200000000000016]
[3.0043967]	[0.21400000000000016]
[3.07399]	[0.21600000000000016]
[3.0043733]	[0.21800000000000017]
[3.0746388]	[0.22000000000000017]
[3.0046895]	[0.22200000000000017]
[3.0743341]	[0.22400000000000017]
[3.0046682]	[0.22600000000000017]
[3.074406]	[0.22800000000000017]
[3.0046692]	[0.23000000000000018]
[3.0742912]	[0.23200000000000018]
[3.0046463]	[0.23400000000000018]
[3.0746334]	[0.23600000000000018]
[3.0046244]	[0.23800000000000018]
[3.074682]	[0.24000000000000019]
[3.0046084]	[0.2420000000000002]
[3.0746925]	[0.2440000000000002]
[3.004751]	[0.2460000000000002]
[3.0745313]	[0.2480000000000002]
[3.004732]	[0.25000000000000017]
[3.074506]	[0.25200000000000017]
[3.0047095]	[0.25400000000000017]
[3.0747814]	[0.25600000000000017]
[3.0046837]	[0.2580000000000002]
[3.0748413]	[0.2600000000000002]
[3.0046618]	[0.2620000000000002]
[3.0744627]	[0.2640000000000002]
[3.0046442]	[0.2660000000000002]
[3.0748897]	[0.2680000000000002]
[3.0046227]	[0.2700000000000002]
[3.0749345]	[0.2720000000000002]
[3.004245]	[0.2740000000000002]
[3.0749497]	[0.2760000000000002]
[3.0042217]	[0.2780000000000002]
[3.0752463]	[0.2800000000000002]
[3.0041995]	[0.2820000000000002]
[3.0749965]	[0.2840000000000002]
[3.0041828]	[0.2860000000000002]
[3.075235]	[0.2880000000000002]
[3.004128]	[0.2900000000000002]
[3.0748284]	[0.2920000000000002]
[3.0041044]	[0.2940000000000002]
[3.0746253]	[0.2960000000000002]
[3.004082]	[0.2980000000000002]
[3.074597]	[0.3000000000000002]
[3.004055]	[0.3020000000000002]
[3.0748806]	[0.3040000000000002]
[3.004239]	[0.3060000000000002]
[3.0746822]	[0.3080000000000002]
[3.0042167]	[0.3100000000000002]
[3.0745945]	[0.3120000000000002]
[3.004187]	[0.3140000000000002]
[3.0747802]	[0.3160000000000002]
[3.0041676]	[0.3180000000000002]
[3.074786]	[0.32000000000000023]
[3.004308]	[0.32200000000000023]
[3.0751154]	[0.32400000000000023]
[3.0042884]	[0.32600000000000023]
[3.0750687]	[0.32800000000000024]
[3.0042646]	[0.33000000000000024]
[3.0757294]	[0.33200000000000024]
[3.004275]	[0.33400000000000024]
