[2.9637952]	[0.002]
[3.0065446]	[0.004]
[3.0061436]	[0.006]
[3.006136]	[0.008]
[3.0061283]	[0.01]
[3.0061228]	[0.012]
[3.0061088]	[0.014]
[3.0061038]	[0.016]
[3.006098]	[0.018000000000000002]
[3.0060875]	[0.020000000000000004]
[3.00608]	[0.022000000000000006]
[3.0060709]	[0.024000000000000007]
[3.0060613]	[0.02600000000000001]
[3.0060542]	[0.02800000000000001]
[3.0056555]	[0.030000000000000013]
[3.0791965]	[0.032000000000000015]
[3.0049658]	[0.034000000000000016]
[3.0787778]	[0.03600000000000002]
[3.0049393]	[0.03800000000000002]
[3.0786414]	[0.04000000000000002]
[3.0049233]	[0.04200000000000002]
[3.0777059]	[0.044000000000000025]
[3.0050626]	[0.04600000000000003]
[3.077054]	[0.04800000000000003]
[3.0050488]	[0.05000000000000003]
[3.0768862]	[0.05200000000000003]
[3.0050263]	[0.054000000000000034]
[3.0767715]	[0.056000000000000036]
[3.0050392]	[0.05800000000000004]
[3.0765872]	[0.06000000000000004]
[3.0050185]	[0.06200000000000004]
[3.076419]	[0.06400000000000004]
[3.004997]	[0.06600000000000004]
[3.0761225]	[0.06800000000000005]
[3.00502]	[0.07000000000000005]
[3.0759842]	[0.07200000000000005]
[3.004996]	[0.07400000000000005]
[3.0761428]	[0.07600000000000005]
[3.0049715]	[0.07800000000000006]
[3.0760605]	[0.08000000000000006]
[3.0051165]	[0.08200000000000006]
[3.0762773]	[0.08400000000000006]
[3.005096]	[0.08600000000000006]
[3.07644]	[0.08800000000000006]
[3.0050611]	[0.09000000000000007]
[3.0763953]	[0.09200000000000007]
[3.0050433]	[0.09400000000000007]
[3.0759814]	[0.09600000000000007]
[3.0050507]	[0.09800000000000007]
[3.0761435]	[0.10000000000000007]
[3.005032]	[0.10200000000000008]
[3.076169]	[0.10400000000000008]
[3.0050066]	[0.10600000000000008]
[3.0760639]	[0.10800000000000008]
[3.004985]	[0.11000000000000008]
[3.0765738]	[0.11200000000000009]
[3.004964]	[0.11400000000000009]
[3.0765638]	[0.11600000000000009]
[3.004948]	[0.11800000000000009]
[3.0765164]	[0.12000000000000009]
[3.0049226]	[0.1220000000000001]
[3.0764968]	[0.1240000000000001]
