[2.9827194]	[0.012]
[2.5193906]	[0.024]
[2.9477582]	[0.036000000000000004]
[2.9449968]	[0.048]
[2.945011]	[0.06]
[2.944994]	[0.072]
[2.9449787]	[0.08399999999999999]
[2.9449663]	[0.09599999999999999]
[2.9449506]	[0.10799999999999998]
[2.9449334]	[0.11999999999999998]
[2.944919]	[0.13199999999999998]
[2.9448993]	[0.144]
[2.944888]	[0.156]
[2.9448693]	[0.168]
[2.1485777]	[0.18000000000000002]
[3.7498312]	[0.19200000000000003]
[2.093586]	[0.20400000000000004]
[2.9631019]	[0.21600000000000005]
[2.9632692]	[0.22800000000000006]
[2.9609346]	[0.24000000000000007]
[3.743182]	[0.25200000000000006]
[2.100356]	[0.26400000000000007]
[2.9626093]	[0.2760000000000001]
[2.9623725]	[0.2880000000000001]
[3.7541072]	[0.3000000000000001]
[2.0904403]	[0.3120000000000001]
[2.9636512]	[0.3240000000000001]
[2.962931]	[0.33600000000000013]
[2.9615033]	[0.34800000000000014]
[3.7455945]	[0.36000000000000015]
[2.0981467]	[0.37200000000000016]
[2.9627683]	[0.3840000000000002]
[2.9624147]	[0.3960000000000002]
[2.9609456]	[0.4080000000000002]
[3.739901]	[0.4200000000000002]
[2.103057]	[0.4320000000000002]
[2.9621117]	[0.44400000000000023]
[2.962025]	[0.45600000000000024]
[3.7522757]	[0.46800000000000025]
[2.091969]	[0.48000000000000026]
[2.9631436]	[0.49200000000000027]
[2.9626076]	[0.5040000000000002]
[2.96137]	[0.5160000000000002]
[3.7450392]	[0.5280000000000002]
[2.098282]	[0.5400000000000003]
[2.9623075]	[0.5520000000000003]
[2.9625022]	[0.5640000000000003]
[2.960633]	[0.5760000000000003]
[3.7404394]	[0.5880000000000003]
[2.102176]	[0.6000000000000003]
[2.9621499]	[0.6120000000000003]
[2.9616427]	[0.6240000000000003]
[3.7534924]	[0.6360000000000003]
[2.0912468]	[0.6480000000000004]
[2.96174]	[0.6600000000000004]
[2.962822]	[0.6720000000000004]
[2.9612086]	[0.6840000000000004]
[3.7470906]	[0.6960000000000004]
[2.0962155]	[0.7080000000000004]
[2.9625006]	[0.7200000000000004]
[2.9621317]	[0.7320000000000004]
[2.9606807]	[0.7440000000000004]
[3.742626]	[0.7560000000000004]
[2.1006322]	[0.7680000000000005]
[2.961245]	[0.7800000000000005]
[2.9620907]	[0.7920000000000005]
[2.9604435]	[0.8040000000000005]
[3.739739]	[0.8160000000000005]
[2.103035]	[0.8280000000000005]
[2.9609237]	[0.8400000000000005]
[2.9616857]	[0.8520000000000005]
[2.96018]	[0.8640000000000005]
[3.7383504]	[0.8760000000000006]
[2.1042309]	[0.8880000000000006]
[2.9605126]	[0.9000000000000006]
[2.9616647]	[0.9120000000000006]
[2.9600143]	[0.9240000000000006]
[3.7377443]	[0.9360000000000006]
[2.1046705]	[0.9480000000000006]
[2.960372]	[0.9600000000000006]
[2.9612975]	[0.9720000000000006]
[2.9595602]	[0.9840000000000007]
[3.7382789]	[0.9960000000000007]
[2.1041105]	[1.0080000000000007]
[2.9605699]	[1.0200000000000007]
[2.961208]	[1.0320000000000007]
[2.959697]	[1.0440000000000007]
[3.738578]	[1.0560000000000007]
[2.1024039]	[1.0680000000000007]
[2.9627833]	[1.0800000000000007]
[2.9611871]	[1.0920000000000007]
[2.9589107]	[1.1040000000000008]
[3.738794]	[1.1160000000000008]
[2.1023667]	[1.1280000000000008]
[2.962635]	[1.1400000000000008]
[2.961117]	[1.1520000000000008]
[2.9587135]	[1.1640000000000008]
[3.739246]	[1.1760000000000008]
[2.1020436]	[1.1880000000000008]
[2.9626656]	[1.2000000000000008]
[2.9612904]	[1.2120000000000009]
[2.9584513]	[1.2240000000000009]
[3.7396235]	[1.2360000000000009]
[2.1009793]	[1.2480000000000009]
[2.9620874]	[1.260000000000001]
[2.962236]	[1.272000000000001]
[2.9594574]	[1.284000000000001]
[3.739405]	[1.296000000000001]
[2.1003213]	[1.308000000000001]
[2.9616818]	[1.320000000000001]
[2.9618392]	[1.332000000000001]
[2.9607575]	[1.344000000000001]
[3.7395945]	[1.356000000000001]
[2.1013062]	[1.368000000000001]
[2.9617896]	[1.380000000000001]
[2.9599965]	[1.392000000000001]
[2.9608233]	[1.404000000000001]
[3.7401798]	[1.416000000000001]
[2.1002076]	[1.428000000000001]
[2.961713]	[1.440000000000001]
[2.9604661]	[1.452000000000001]
[2.9608212]	[1.464000000000001]
[3.7408874]	[1.476000000000001]
[2.0998096]	[1.488000000000001]
[2.9615493]	[1.500000000000001]
[2.9599087]	[1.5120000000000011]
[2.9611595]	[1.5240000000000011]
[3.7416785]	[1.5360000000000011]
[2.0982947]	[1.5480000000000012]
[2.96216]	[1.5600000000000012]
[2.9597228]	[1.5720000000000012]
[2.960272]	[1.5840000000000012]
[3.7436445]	[1.5960000000000012]
[2.0973835]	[1.6080000000000012]
[2.9607687]	[1.6200000000000012]
[2.962547]	[1.6320000000000012]
[2.9601574]	[1.6440000000000012]
[3.743324]	[1.6560000000000012]
[2.0962183]	[1.6680000000000013]
[2.9619508]	[1.6800000000000013]
[2.9611337]	[1.6920000000000013]
[2.9604645]	[1.7040000000000013]
[3.7444036]	[1.7160000000000013]
[2.0957043]	[1.7280000000000013]
[2.9617975]	[1.7400000000000013]
[2.9615881]	[1.7520000000000013]
[2.959305]	[1.7640000000000013]
[3.7458105]	[1.7760000000000014]
[2.0947266]	[1.7880000000000014]
[2.9616659]	[1.8000000000000014]
[2.9614937]	[1.8120000000000014]
[2.9604242]	[1.8240000000000014]
[3.7459528]	[1.8360000000000014]
[2.0939627]	[1.8480000000000014]
[2.96154]	[1.8600000000000014]
[2.9617417]	[1.8720000000000014]
[2.9603505]	[1.8840000000000015]
[2.9575965]	[1.8960000000000015]
[3.733815]	[1.9080000000000015]
[2.10527]	[1.9200000000000015]
[2.960687]	[1.9320000000000015]
[2.9607112]	[1.9440000000000015]
[2.9585428]	[1.9560000000000015]
[3.739057]	[1.9680000000000015]
[2.100282]	[1.9800000000000015]
[2.9610617]	[1.9920000000000015]
[2.9610603]	[2.0040000000000013]
[2.9586005]	[2.0160000000000013]
[3.7432675]	[2.0280000000000014]
[2.0965981]	[2.0400000000000014]
[2.961275]	[2.0520000000000014]
[2.961655]	[2.0640000000000014]
[2.9591773]	[2.0760000000000014]
[3.7455633]	[2.0880000000000014]
[2.0936406]	[2.1000000000000014]
[2.9616694]	[2.1120000000000014]
[2.9620447]	[2.1240000000000014]
[2.959357]	[2.1360000000000015]
[2.9584873]	[2.1480000000000015]
[3.733775]	[2.1600000000000015]
[2.1041584]	[2.1720000000000015]
[2.96079]	[2.1840000000000015]
[2.9600928]	[2.1960000000000015]
[2.9594026]	[2.2080000000000015]
[3.7398007]	[2.2200000000000015]
[2.0987747]	[2.2320000000000015]
[2.9609373]	[2.2440000000000015]
[2.960428]	[2.2560000000000016]
[2.9596035]	[2.2680000000000016]
[3.7444935]	[2.2800000000000016]
[2.0946558]	[2.2920000000000016]
[2.961464]	[2.3040000000000016]
[2.960726]	[2.3160000000000016]
[2.9596274]	[2.3280000000000016]
[2.9583204]	[2.3400000000000016]
[3.7341673]	[2.3520000000000016]
[2.103475]	[2.3640000000000017]
[2.9605942]	[2.3760000000000017]
[2.960039]	[2.3880000000000017]
[2.9590497]	[2.4000000000000017]
[3.7410908]	[2.4120000000000017]
[2.0971725]	[2.4240000000000017]
[2.960829]	[2.4360000000000017]
[2.9603631]	[2.4480000000000017]
[2.9593577]	[2.4600000000000017]
[2.9577808]	[2.4720000000000018]
[3.7334638]	[2.4840000000000018]
[2.1034594]	[2.4960000000000018]
[2.9605043]	[2.508000000000002]
[2.9598274]	[2.520000000000002]
[2.9589384]	[2.532000000000002]
[3.7415297]	[2.544000000000002]
[2.0967126]	[2.556000000000002]
[2.9609337]	[2.568000000000002]
[2.9602387]	[2.580000000000002]
[2.9599695]	[2.592000000000002]
[2.9575608]	[2.604000000000002]
[3.7335422]	[2.616000000000002]
[2.1034575]	[2.628000000000002]
[2.9597764]	[2.640000000000002]
[2.9601307]	[2.652000000000002]
[2.9587986]	[2.664000000000002]
[3.7420719]	[2.676000000000002]
[2.0962284]	[2.688000000000002]
[2.9605613]	[2.700000000000002]
[2.9604743]	[2.712000000000002]
[2.9591472]	[2.724000000000002]
[2.957889]	[2.736000000000002]
[3.7346358]	[2.748000000000002]
[2.102173]	[2.760000000000002]
[2.95989]	[2.772000000000002]
[2.9603724]	[2.784000000000002]
[2.9586158]	[2.796000000000002]
[2.957011]	[2.808000000000002]
