[2.9508421]	[0.002]
[2.7147667]	[0.004]
[2.9500518]	[0.006]
[2.945788]	[0.008]
[2.9458792]	[0.01]
[3.1957014]	[0.012]
[2.9374435]	[0.014]
[2.939928]	[0.016]
[2.9415874]	[0.018000000000000002]
[2.9430566]	[0.020000000000000004]
[2.9438488]	[0.022000000000000006]
[2.9445786]	[0.024000000000000007]
[2.9450746]	[0.02600000000000001]
[2.9453228]	[0.02800000000000001]
[2.945623]	[0.030000000000000013]
[2.9457169]	[0.032000000000000015]
[2.9458787]	[0.034000000000000016]
[2.9459956]	[0.03600000000000002]
[2.9460382]	[0.03800000000000002]
[2.946075]	[0.04000000000000002]
[2.9460995]	[0.04200000000000002]
[2.9461234]	[0.044000000000000025]
[2.9461179]	[0.04600000000000003]
[2.9460735]	[0.04800000000000003]
[2.9461164]	[0.05000000000000003]
[2.9460914]	[0.05200000000000003]
[2.946147]	[0.054000000000000034]
[2.9461346]	[0.056000000000000036]
[2.946156]	[0.05800000000000004]
[2.9461882]	[0.06000000000000004]
[2.946156]	[0.06200000000000004]
[2.9461808]	[0.06400000000000004]
[2.9461336]	[0.06600000000000004]
[2.946149]	[0.06800000000000005]
[2.9461627]	[0.07000000000000005]
[2.946136]	[0.07200000000000005]
[2.9461496]	[0.07400000000000005]
[2.9461634]	[0.07600000000000005]
[2.946179]	[0.07800000000000006]
[2.9461052]	[0.08000000000000006]
[2.946166]	[0.08200000000000006]
[2.946128]	[0.08400000000000006]
[2.9461741]	[0.08600000000000006]
[2.9461548]	[0.08800000000000006]
[2.9461906]	[0.09000000000000007]
[2.9461765]	[0.09200000000000007]
[2.946131]	[0.09400000000000007]
[2.9461696]	[0.09600000000000007]
[2.9461594]	[0.09800000000000007]
[2.9461668]	[0.10000000000000007]
[2.9461353]	[0.10200000000000008]
[2.9461763]	[0.10400000000000008]
[2.9461634]	[0.10600000000000008]
[2.9461489]	[0.10800000000000008]
[2.9461396]	[0.11000000000000008]
[2.9461555]	[0.11200000000000009]
[2.9461477]	[0.11400000000000009]
[2.9461684]	[0.11600000000000009]
[2.9461443]	[0.11800000000000009]
[2.9461744]	[0.12000000000000009]
[2.9461427]	[0.1220000000000001]
[2.9462028]	[0.1240000000000001]
[2.946173]	[0.12600000000000008]
[2.946134]	[0.12800000000000009]
[2.9461815]	[0.1300000000000001]
[2.9461265]	[0.1320000000000001]
[2.9461765]	[0.1340000000000001]
[2.9461496]	[0.1360000000000001]
[2.9461353]	[0.1380000000000001]
[2.9461484]	[0.1400000000000001]
[2.9461646]	[0.1420000000000001]
[2.946139]	[0.1440000000000001]
[2.9461932]	[0.1460000000000001]
[2.9461153]	[0.1480000000000001]
[2.9461672]	[0.1500000000000001]
[2.946186]	[0.1520000000000001]
[2.9461153]	[0.1540000000000001]
[2.9461668]	[0.1560000000000001]
[2.9461613]	[0.1580000000000001]
[2.9461777]	[0.16000000000000011]
[2.9461317]	[0.16200000000000012]
[2.9462]	[0.16400000000000012]
[2.9460871]	[0.16600000000000012]
[2.9462194]	[0.16800000000000012]
[2.9461086]	[0.17000000000000012]
[2.9462008]	[0.17200000000000013]
[2.9460995]	[0.17400000000000013]
[2.9461453]	[0.17600000000000013]
[2.9461834]	[0.17800000000000013]
[2.9461756]	[0.18000000000000013]
[2.9461658]	[0.18200000000000013]
[2.9461484]	[0.18400000000000014]
[2.9461708]	[0.18600000000000014]
[2.9461348]	[0.18800000000000014]
[2.9461408]	[0.19000000000000014]
[2.9461396]	[0.19200000000000014]
[2.9461467]	[0.19400000000000014]
[2.9461408]	[0.19600000000000015]
[2.9461827]	[0.19800000000000015]
[2.9461615]	[0.20000000000000015]
[2.9461272]	[0.20200000000000015]
[2.946178]	[0.20400000000000015]
[2.9461677]	[0.20600000000000016]
[2.9461489]	[0.20800000000000016]
[2.946166]	[0.21000000000000016]
[2.946158]	[0.21200000000000016]
[2.9461753]	[0.21400000000000016]
[2.9461713]	[0.21600000000000016]
[2.9461436]	[0.21800000000000017]
[2.9461365]	[0.22000000000000017]
[2.9461782]	[0.22200000000000017]
[2.9461782]	[0.22400000000000017]
[2.946153]	[0.22600000000000017]
[2.9461634]	[0.22800000000000017]
[2.9461603]	[0.23000000000000018]
[2.9461718]	[0.23200000000000018]
[2.9461749]	[0.23400000000000018]
[2.946174]	[0.23600000000000018]
[2.946176]	[0.23800000000000018]
[2.946166]	[0.24000000000000019]
[2.946136]	[0.2420000000000002]
[2.9461324]	[0.2440000000000002]
[2.9461238]	[0.2460000000000002]
[2.946134]	[0.2480000000000002]
[2.946149]	[0.25000000000000017]
[2.9461439]	[0.25200000000000017]
[2.9461422]	[0.25400000000000017]
[2.9461384]	[0.25600000000000017]
[2.9461565]	[0.2580000000000002]
[2.946185]	[0.2600000000000002]
[2.9461956]	[0.2620000000000002]
[2.9461868]	[0.2640000000000002]
[2.9461644]	[0.2660000000000002]
[2.946143]	[0.2680000000000002]
[2.9461687]	[0.2700000000000002]
[2.9461396]	[0.2720000000000002]
[2.9461646]	[0.2740000000000002]
[2.9461548]	[0.2760000000000002]
[2.946166]	[0.2780000000000002]
[2.9461486]	[0.2800000000000002]
[2.9461696]	[0.2820000000000002]
[2.9461536]	[0.2840000000000002]
[2.9461641]	[0.2860000000000002]
[2.9461725]	[0.2880000000000002]
[2.9461572]	[0.2900000000000002]
[2.9461663]	[0.2920000000000002]
[2.9461663]	[0.2940000000000002]
[2.9461713]	[0.2960000000000002]
[2.9461606]	[0.2980000000000002]
[2.9461443]	[0.3000000000000002]
[2.9461575]	[0.3020000000000002]
[2.9461396]	[0.3040000000000002]
[2.9461718]	[0.3060000000000002]
[2.946155]	[0.3080000000000002]
[2.94611]	[0.3100000000000002]
[2.9461787]	[0.3120000000000002]
[2.9461443]	[0.3140000000000002]
[2.9461777]	[0.3160000000000002]
[2.9461432]	[0.3180000000000002]
[2.9461844]	[0.32000000000000023]
[2.946136]	[0.32200000000000023]
[2.9461575]	[0.32400000000000023]
[2.9461465]	[0.32600000000000023]
[2.9461324]	[0.32800000000000024]
[2.9461749]	[0.33000000000000024]
[2.9461768]	[0.33200000000000024]
[2.9461415]	[0.33400000000000024]
[2.946163]	[0.33600000000000024]
[2.9461856]	[0.33800000000000024]
[2.9461432]	[0.34000000000000025]
[2.9461462]	[0.34200000000000025]
[2.9461682]	[0.34400000000000025]
[2.9461412]	[0.34600000000000025]
[2.9461832]	[0.34800000000000025]
[2.946138]	[0.35000000000000026]
[2.946175]	[0.35200000000000026]
[2.9461424]	[0.35400000000000026]
[2.9461596]	[0.35600000000000026]
[2.9461634]	[0.35800000000000026]
[2.946166]	[0.36000000000000026]
[2.946125]	[0.36200000000000027]
[2.9461982]	[0.36400000000000027]
[2.9461308]	[0.36600000000000027]
[2.9461818]	[0.36800000000000027]
[2.9461215]	[0.3700000000000003]
[2.9461963]	[0.3720000000000003]
[2.9461706]	[0.3740000000000003]
[2.9461424]	[0.3760000000000003]
[2.9461744]	[0.3780000000000003]
[2.9461248]	[0.3800000000000003]
[2.94619]	[0.3820000000000003]
[2.9461577]	[0.3840000000000003]
[2.9461772]	[0.3860000000000003]
[2.946116]	[0.3880000000000003]
[2.946175]	[0.3900000000000003]
[2.9461646]	[0.3920000000000003]
[2.9461725]	[0.3940000000000003]
[2.9461308]	[0.3960000000000003]
[2.946174]	[0.3980000000000003]
[2.9461734]	[0.4000000000000003]
[2.946139]	[0.4020000000000003]
[2.946207]	[0.4040000000000003]
[2.9460912]	[0.4060000000000003]
[2.9461615]	[0.4080000000000003]
[2.9461756]	[0.4100000000000003]
[2.9461594]	[0.4120000000000003]
[2.9461439]	[0.4140000000000003]
[2.9461708]	[0.4160000000000003]
[2.9461625]	[0.4180000000000003]
[2.9461567]	[0.4200000000000003]
[2.946145]	[0.4220000000000003]
[2.9461715]	[0.4240000000000003]
[2.9461405]	[0.4260000000000003]
[2.9461875]	[0.4280000000000003]
[2.9461637]	[0.4300000000000003]
[2.9461372]	[0.43200000000000033]
[2.9461997]	[0.43400000000000033]
[2.9461372]	[0.43600000000000033]
[2.946182]	[0.43800000000000033]
[2.946124]	[0.44000000000000034]
[2.946187]	[0.44200000000000034]
[2.9461308]	[0.44400000000000034]
[2.9461558]	[0.44600000000000034]
[2.9461691]	[0.44800000000000034]
[2.9461098]	[0.45000000000000034]
[2.946186]	[0.45200000000000035]
[2.9461765]	[0.45400000000000035]
[2.9461393]	[0.45600000000000035]
[2.9461656]	[0.45800000000000035]
[2.9461474]	[0.46000000000000035]
[2.946163]	[0.46200000000000035]
[2.9461563]	[0.46400000000000036]
[2.9461744]	[0.46600000000000036]
[2.9461553]	[0.46800000000000036]
[2.946167]	[0.47000000000000036]
[2.9461727]	[0.47200000000000036]
[2.946139]	[0.47400000000000037]
[2.9461372]	[0.47600000000000037]
[2.9461386]	[0.47800000000000037]
[2.9461622]	[0.48000000000000037]
[2.9461467]	[0.4820000000000004]
[2.9461193]	[0.4840000000000004]
[2.9461603]	[0.4860000000000004]
[2.9461644]	[0.4880000000000004]
[2.9461534]	[0.4900000000000004]
[2.9461536]	[0.4920000000000004]
[2.9461422]	[0.4940000000000004]
[2.946188]	[0.4960000000000004]
[2.9461656]	[0.4980000000000004]
[2.9461343]	[0.5000000000000003]
[2.9462245]	[0.5020000000000003]
[2.9461513]	[0.5040000000000003]
[2.9461215]	[0.5060000000000003]
[2.9461884]	[0.5080000000000003]
[2.946148]	[0.5100000000000003]
[2.9461555]	[0.5120000000000003]
[2.9461308]	[0.5140000000000003]
