[0.5135797500610352]	[0.002]
[0.6022485733032227]	[0.004]
[0.601275110244751]	[0.006]
[0.6012736320495606]	[0.008]
[0.6012798309326173]	[0.01]
[0.60127854347229]	[0.012]
[0.6012765407562256]	[0.014]
[0.6012756347656251]	[0.016]
[0.6012741565704346]	[0.018000000000000002]
[0.6012733459472657]	[0.020000000000000004]
[0.6012725353240967]	[0.022000000000000006]
[0.6012700080871582]	[0.024000000000000007]
[0.601187562942505]	[0.02600000000000001]
[0.601186227798462]	[0.02800000000000001]
[0.6011843204498292]	[0.030000000000000013]
[0.6158812999725343]	[0.032000000000000015]
[0.6009667396545411]	[0.034000000000000016]
[0.615848445892334]	[0.03600000000000002]
[0.6009694576263428]	[0.03800000000000002]
[0.6156215190887452]	[0.04000000000000002]
[0.6009635448455811]	[0.04200000000000002]
[0.615473222732544]	[0.044000000000000025]
[0.6009587287902832]	[0.04600000000000003]
[0.6154641628265382]	[0.04800000000000003]
[0.6009622097015381]	[0.05000000000000003]
[0.6153741836547852]	[0.05200000000000003]
[0.6009655475616456]	[0.054000000000000034]
[0.615346097946167]	[0.056000000000000036]
[0.6009611606597901]	[0.05800000000000004]
[0.6153249740600586]	[0.06000000000000004]
[0.6009573459625245]	[0.06200000000000004]
[0.6011888980865479]	[0.06400000000000004]
[0.6160421371459961]	[0.06600000000000004]
[0.6009413719177247]	[0.06800000000000005]
[0.6160629749298097]	[0.07000000000000005]
[0.6009703636169434]	[0.07200000000000005]
[0.6157629489898682]	[0.07400000000000005]
[0.6009653568267823]	[0.07600000000000005]
[0.615462064743042]	[0.07800000000000006]
[0.6008802890777588]	[0.08000000000000006]
[0.6154959678649903]	[0.08200000000000006]
[0.6009095668792725]	[0.08400000000000006]
[0.6152634620666504]	[0.08600000000000006]
[0.6009127140045166]	[0.08800000000000006]
[0.6152641773223877]	[0.09000000000000007]
[0.6009081363677979]	[0.09200000000000007]
[0.6151297092437744]	[0.09400000000000007]
[0.6009036540985108]	[0.09600000000000007]
[0.6152373790740967]	[0.09800000000000007]
[0.6008999824523926]	[0.10000000000000007]
[0.6150329113006592]	[0.10200000000000008]
[0.6008967399597168]	[0.10400000000000008]
[0.6149806976318359]	[0.10600000000000008]
[0.6009267330169679]	[0.10800000000000008]
[0.6010974884033203]	[0.11000000000000008]
[0.6158557891845704]	[0.11200000000000009]
[0.6009204387664795]	[0.11400000000000009]
[0.6159871101379395]	[0.11600000000000009]
[0.6009168148040772]	[0.11800000000000009]
[0.6157554149627686]	[0.12000000000000009]
[0.6009107589721681]	[0.1220000000000001]
[0.6154187202453614]	[0.1240000000000001]
[0.6009057998657227]	[0.12600000000000008]
[0.6152020931243897]	[0.12800000000000009]
[0.6009019374847413]	[0.1300000000000001]
[0.615503740310669]	[0.1320000000000001]
[0.6009041786193848]	[0.1340000000000001]
[0.6154076099395752]	[0.1360000000000001]
[0.6009000778198242]	[0.1380000000000001]
[0.6151820182800294]	[0.1400000000000001]
[0.6008966922760011]	[0.1420000000000001]
[0.6151229858398438]	[0.1440000000000001]
[0.6008916378021241]	[0.1460000000000001]
[0.6151257514953614]	[0.1480000000000001]
[0.6008870601654053]	[0.1500000000000001]
