[2.9632404]	[0.002]
[3.0064247]	[0.004]
[3.0059764]	[0.006]
[3.0059566]	[0.008]
[3.0059397]	[0.01]
[3.00592]	[0.012]
[3.005907]	[0.014]
[3.005887]	[0.016]
[3.0058732]	[0.018000000000000002]
[3.005857]	[0.020000000000000004]
[3.0058305]	[0.022000000000000006]
[3.0058138]	[0.024000000000000007]
[3.0058327]	[0.02600000000000001]
[3.0058165]	[0.02800000000000001]
[3.0057364]	[0.030000000000000013]
[3.0760696]	[0.032000000000000015]
[3.004872]	[0.034000000000000016]
[3.0752175]	[0.03600000000000002]
[3.004848]	[0.03800000000000002]
[3.0753305]	[0.04000000000000002]
[3.0048323]	[0.04200000000000002]
[3.07551]	[0.044000000000000025]
[3.00482]	[0.04600000000000003]
[3.0757618]	[0.04800000000000003]
[3.0048015]	[0.05000000000000003]
[3.0756931]	[0.05200000000000003]
[3.004781]	[0.054000000000000034]
[3.075624]	[0.056000000000000036]
[3.004794]	[0.05800000000000004]
[3.0752146]	[0.06000000000000004]
[3.0047717]	[0.06200000000000004]
[3.0754426]	[0.06400000000000004]
[3.004747]	[0.06600000000000004]
[3.075225]	[0.06800000000000005]
[3.004728]	[0.07000000000000005]
[3.0740113]	[0.07200000000000005]
[3.0048695]	[0.07400000000000005]
[3.0735292]	[0.07600000000000005]
[3.0048535]	[0.07800000000000006]
[3.074234]	[0.08000000000000006]
[3.0048637]	[0.08200000000000006]
[3.073529]	[0.08400000000000006]
[3.0048409]	[0.08600000000000006]
[3.0735803]	[0.08800000000000006]
[3.004844]	[0.09000000000000007]
[3.073442]	[0.09200000000000007]
[3.004824]	[0.09400000000000007]
[3.0738602]	[0.09600000000000007]
[3.0048034]	[0.09800000000000007]
[3.0736296]	[0.10000000000000007]
[3.004783]	[0.10200000000000008]
[3.0734208]	[0.10400000000000008]
[3.0047646]	[0.10600000000000008]
[3.0738595]	[0.10800000000000008]
[3.0047429]	[0.11000000000000008]
[3.073519]	[0.11200000000000009]
[3.0049238]	[0.11400000000000009]
[3.0736754]	[0.11600000000000009]
[3.0048988]	[0.11800000000000009]
[3.0737975]	[0.12000000000000009]
[3.0048764]	[0.1220000000000001]
[3.0733435]	[0.1240000000000001]
[3.0048878]	[0.12600000000000008]
[3.073487]	[0.12800000000000009]
[3.0048673]	[0.1300000000000001]
[3.0736291]	[0.1320000000000001]
[3.0048432]	[0.1340000000000001]
[3.0740657]	[0.1360000000000001]
[3.0048242]	[0.1380000000000001]
[3.0740497]	[0.1400000000000001]
[3.0048034]	[0.1420000000000001]
[3.0742426]	[0.1440000000000001]
[3.0045567]	[0.1460000000000001]
[3.0741608]	[0.1480000000000001]
[3.0045397]	[0.1500000000000001]
[3.0740945]	[0.1520000000000001]
[3.004515]	[0.1540000000000001]
[3.0737538]	[0.1560000000000001]
[3.0044932]	[0.1580000000000001]
[3.0740664]	[0.16000000000000011]
[3.00447]	[0.16200000000000012]
[3.0741386]	[0.16400000000000012]
[3.0044467]	[0.16600000000000012]
[3.0740273]	[0.16800000000000012]
[3.0044234]	[0.17000000000000012]
[3.0743618]	[0.17200000000000013]
[3.0044103]	[0.17400000000000013]
[3.0750382]	[0.17600000000000013]
[3.0043855]	[0.17800000000000013]
[3.0737927]	[0.18000000000000013]
[3.0045316]	[0.18200000000000013]
[3.073319]	[0.18400000000000014]
[3.0045443]	[0.18600000000000014]
[3.074449]	[0.18800000000000014]
[3.0041313]	[0.19000000000000014]
[3.0734394]	[0.19200000000000014]
[3.0041075]	[0.19400000000000014]
[3.0736568]	[0.19600000000000015]
[3.003729]	[0.19800000000000015]
[3.0731936]	[0.20000000000000015]
[3.0037084]	[0.20200000000000015]
[3.0732338]	[0.20400000000000015]
[3.0036848]	[0.20600000000000016]
[3.0730278]	[0.20800000000000016]
[3.0036623]	[0.21000000000000016]
[3.0729778]	[0.21200000000000016]
[3.0036442]	[0.21400000000000016]
[3.0728881]	[0.21600000000000016]
[3.003735]	[0.21800000000000017]
[3.0728598]	[0.22000000000000017]
[3.0037115]	[0.22200000000000017]
[3.0730197]	[0.22400000000000017]
[3.0040207]	[0.22600000000000017]
[3.0730371]	[0.22800000000000017]
[3.004]	[0.23000000000000018]
[3.0729947]	[0.23200000000000018]
[3.0039241]	[0.23400000000000018]
[3.0728755]	[0.23600000000000018]
[3.0039039]	[0.23800000000000018]
[3.0724878]	[0.24000000000000019]
[3.003874]	[0.2420000000000002]
[3.0727289]	[0.2440000000000002]
[3.0038614]	[0.2460000000000002]
[3.073031]	[0.2480000000000002]
[3.0038354]	[0.25000000000000017]
[3.0733197]	[0.25200000000000017]
[3.0038245]	[0.25400000000000017]
[3.0732198]	[0.25600000000000017]
[3.0037959]	[0.2580000000000002]
[3.0734875]	[0.2600000000000002]
[3.0037737]	[0.2620000000000002]
[3.073122]	[0.2640000000000002]
[3.0037868]	[0.2660000000000002]
[3.072896]	[0.2680000000000002]
[3.0037138]	[0.2700000000000002]
[3.073013]	[0.2720000000000002]
[3.0036824]	[0.2740000000000002]
[3.0738273]	[0.2760000000000002]
[3.0038612]	[0.2780000000000002]
[3.0736725]	[0.2800000000000002]
[3.0038369]	[0.2820000000000002]
[3.0736299]	[0.2840000000000002]
[3.003823]	[0.2860000000000002]
[3.0739198]	[0.2880000000000002]
[3.003417]	[0.2900000000000002]
[3.0741062]	[0.2920000000000002]
[3.0033915]	[0.2940000000000002]
[3.0741327]	[0.2960000000000002]
[3.0033715]	[0.2980000000000002]
[3.0741951]	[0.3000000000000002]
[3.003519]	[0.3020000000000002]
[3.0741923]	[0.3040000000000002]
[3.0031116]	[0.3060000000000002]
[3.0747004]	[0.3080000000000002]
[3.003036]	[0.3100000000000002]
[3.074674]	[0.3120000000000002]
[3.00308]	[0.3140000000000002]
[3.0742548]	[0.3160000000000002]
[3.0030532]	[0.3180000000000002]
[3.0738614]	[0.32000000000000023]
[3.0030355]	[0.32200000000000023]
[3.0740073]	[0.32400000000000023]
[3.003014]	[0.32600000000000023]
[3.0741212]	[0.32800000000000024]
[3.0029848]	[0.33000000000000024]
[3.0745885]	[0.33200000000000024]
[3.0029624]	[0.33400000000000024]
[3.0744429]	[0.33600000000000024]
[3.002937]	[0.33800000000000024]
[3.0747855]	[0.34000000000000025]
[3.00292]	[0.34200000000000025]
[3.0745237]	[0.34400000000000025]
[3.002907]	[0.34600000000000025]
[3.0741334]	[0.34800000000000025]
[3.0028818]	[0.35000000000000026]
[3.0741136]	[0.35200000000000026]
[3.0028584]	[0.35400000000000026]
[3.0737906]	[0.35600000000000026]
[3.0029132]	[0.35800000000000026]
[3.0741014]	[0.36000000000000026]
[3.0028312]	[0.36200000000000027]
[3.0744743]	[0.36400000000000027]
[3.0028453]	[0.36600000000000027]
[3.0746276]	[0.36800000000000027]
[3.002991]	[0.3700000000000003]
[3.0747507]	[0.3720000000000003]
[3.0029118]	[0.3740000000000003]
[3.0749216]	[0.3760000000000003]
[3.0029223]	[0.3780000000000003]
[3.0750756]	[0.3800000000000003]
[3.0028994]	[0.3820000000000003]
[3.0751476]	[0.3840000000000003]
[3.003214]	[0.3860000000000003]
[3.0751386]	[0.3880000000000003]
[3.0031865]	[0.3900000000000003]
[3.075306]	[0.3920000000000003]
[3.00316]	[0.3940000000000003]
[3.0751734]	[0.3960000000000003]
[3.0031316]	[0.3980000000000003]
[3.075808]	[0.4000000000000003]
[3.0031102]	[0.4020000000000003]
[3.075747]	[0.4040000000000003]
[3.0032556]	[0.4060000000000003]
[3.075746]	[0.4080000000000003]
[3.00323]	[0.4100000000000003]
[3.0760727]	[0.4120000000000003]
[3.0032103]	[0.4140000000000003]
[3.0753024]	[0.4160000000000003]
[3.003181]	[0.4180000000000003]
[3.0754056]	[0.4200000000000003]
[3.0031588]	[0.4220000000000003]
[3.0753474]	[0.4240000000000003]
[-3.2734468]	[0.4260000000000003]
[-18.277523]	[0.4280000000000003]
[-12.024377]	[0.4300000000000003]
[-12.857616]	[0.43200000000000033]
[-18.065983]	[0.43400000000000033]
[-21.878971]	[0.43600000000000033]
[-25.648546]	[0.43800000000000033]
[-29.17687]	[0.44000000000000034]
[-32.640774]	[0.44200000000000034]
[-36.137615]	[0.44400000000000034]
[-39.268074]	[0.44600000000000034]
[-42.265705]	[0.44800000000000034]
[-45.498627]	[0.45000000000000034]
[-49.2392]	[0.45200000000000035]
[-52.036083]	[0.45400000000000035]
[-58.195866]	[0.45600000000000035]
[-62.60416]	[0.45800000000000035]
[-65.28314]	[0.46000000000000035]
[-69.51431]	[0.46200000000000035]
[-71.17048]	[0.46400000000000036]
[-76.622284]	[0.46600000000000036]
[-77.72406]	[0.46800000000000036]
[-81.50494]	[0.47000000000000036]
[-93.18093]	[0.47200000000000036]
[-92.549126]	[0.47400000000000037]
[-92.943]	[0.47600000000000037]
[-97.4728]	[0.47800000000000037]
[-102.255264]	[0.48000000000000037]
[-106.65278]	[0.4820000000000004]
[-110.42822]	[0.4840000000000004]
[-116.838844]	[0.4860000000000004]
[-123.526474]	[0.4880000000000004]
[-129.52303]	[0.4900000000000004]
[-133.79446]	[0.4920000000000004]
[-139.12885]	[0.4940000000000004]
[-139.14499]	[0.4960000000000004]
[-163.1701]	[0.4980000000000004]
[-168.62682]	[0.5000000000000003]
[-171.91324]	[0.5020000000000003]
[-175.11574]	[0.5040000000000003]
[-180.14468]	[0.5060000000000003]
[-189.83763]	[0.5080000000000003]
[-197.3667]	[0.5100000000000003]
[-203.0701]	[0.5120000000000003]
[-208.50304]	[0.5140000000000003]
[-212.30045]	[0.5160000000000003]
[-214.0029]	[0.5180000000000003]
