[2.5678988]	[0.002]
[3.0112429]	[0.004]
[3.0063756]	[0.006]
[3.0063682]	[0.008]
[3.0063992]	[0.01]
[3.0063927]	[0.012]
[3.0063827]	[0.014]
[3.0063782]	[0.016]
[3.0063708]	[0.018000000000000002]
[3.0063667]	[0.020000000000000004]
[3.0063627]	[0.022000000000000006]
[3.00635]	[0.024000000000000007]
[3.0059378]	[0.02600000000000001]
[3.0059311]	[0.02800000000000001]
[3.0059216]	[0.030000000000000013]
[3.0794065]	[0.032000000000000015]
[3.0048337]	[0.034000000000000016]
[3.0792422]	[0.03600000000000002]
[3.0048473]	[0.03800000000000002]
[3.0781076]	[0.04000000000000002]
[3.0048177]	[0.04200000000000002]
[3.077366]	[0.044000000000000025]
[3.0047936]	[0.04600000000000003]
[3.0773208]	[0.04800000000000003]
[3.004811]	[0.05000000000000003]
[3.076871]	[0.05200000000000003]
[3.0048277]	[0.054000000000000034]
[3.0767305]	[0.056000000000000036]
[3.0048058]	[0.05800000000000004]
[3.0766249]	[0.06000000000000004]
[3.0047867]	[0.06200000000000004]
[3.0059445]	[0.06400000000000004]
[3.0802107]	[0.06600000000000004]
[3.0047069]	[0.06800000000000005]
[3.0803149]	[0.07000000000000005]
[3.0048518]	[0.07200000000000005]
[3.0788147]	[0.07400000000000005]
[3.0048268]	[0.07600000000000005]
[3.0773103]	[0.07800000000000006]
[3.0044014]	[0.08000000000000006]
[3.0774798]	[0.08200000000000006]
[3.0045478]	[0.08400000000000006]
[3.0763173]	[0.08600000000000006]
[3.0045636]	[0.08800000000000006]
[3.076321]	[0.09000000000000007]
[3.0045407]	[0.09200000000000007]
[3.0756485]	[0.09400000000000007]
[3.0045183]	[0.09600000000000007]
[3.076187]	[0.09800000000000007]
[3.0045]	[0.10000000000000007]
[3.0751646]	[0.10200000000000008]
[3.0044837]	[0.10400000000000008]
[3.0749035]	[0.10600000000000008]
[3.0046337]	[0.10800000000000008]
[3.0054874]	[0.11000000000000008]
[3.079279]	[0.11200000000000009]
[3.0046022]	[0.11400000000000009]
[3.0799356]	[0.11600000000000009]
[3.004584]	[0.11800000000000009]
[3.078777]	[0.12000000000000009]
[3.0045538]	[0.1220000000000001]
[3.0770936]	[0.1240000000000001]
[3.004529]	[0.12600000000000008]
[3.0760105]	[0.12800000000000009]
[3.0045097]	[0.1300000000000001]
[3.0775187]	[0.1320000000000001]
[3.004521]	[0.1340000000000001]
[3.077038]	[0.1360000000000001]
[3.0045004]	[0.1380000000000001]
[3.07591]	[0.1400000000000001]
[3.0044835]	[0.1420000000000001]
[3.075615]	[0.1440000000000001]
[3.0044582]	[0.1460000000000001]
[3.0756288]	[0.1480000000000001]
[3.0044353]	[0.1500000000000001]
[3.0753694]	[0.1520000000000001]
[3.0044174]	[0.1540000000000001]
[3.075096]	[0.1560000000000001]
[3.0045037]	[0.1580000000000001]
[3.0755432]	[0.16000000000000011]
[3.0044808]	[0.16200000000000012]
[3.0746012]	[0.16400000000000012]
