[2.9610622]	[0.002]
[3.006669]	[0.004]
[3.005744]	[0.006]
[3.0057056]	[0.008]
[3.0056727]	[0.01]
[3.0060525]	[0.012]
[3.0056124]	[0.014]
[3.00559]	[0.016]
[3.005712]	[0.018000000000000002]
[3.0056832]	[0.020000000000000004]
[3.0056615]	[0.022000000000000006]
[3.0056298]	[0.024000000000000007]
[3.0056021]	[0.02600000000000001]
[3.0055728]	[0.02800000000000001]
[3.005547]	[0.030000000000000013]
[3.005517]	[0.032000000000000015]
[3.0792675]	[0.034000000000000016]
[3.004309]	[0.03600000000000002]
[3.0771613]	[0.03800000000000002]
[3.0042892]	[0.04000000000000002]
[3.0772634]	[0.04200000000000002]
[3.0042672]	[0.044000000000000025]
[3.0755348]	[0.04600000000000003]
[3.0042443]	[0.04800000000000003]
[3.0749047]	[0.05000000000000003]
[3.004391]	[0.05200000000000003]
[3.0742412]	[0.054000000000000034]
[3.004532]	[0.056000000000000036]
[3.0731168]	[0.05800000000000004]
[3.0044632]	[0.06000000000000004]
[3.0727222]	[0.06200000000000004]
[3.0044415]	[0.06400000000000004]
[3.0053742]	[0.06600000000000004]
[3.077583]	[0.06800000000000005]
[3.0043979]	[0.07000000000000005]
[3.077355]	[0.07200000000000005]
[3.0039752]	[0.07400000000000005]
[3.07695]	[0.07600000000000005]
[3.0039625]	[0.07800000000000006]
[3.0757487]	[0.08000000000000006]
[3.0039816]	[0.08200000000000006]
[3.0746944]	[0.08400000000000006]
[3.0039637]	[0.08600000000000006]
[3.0742953]	[0.08800000000000006]
[3.0039897]	[0.09000000000000007]
[3.0735922]	[0.09200000000000007]
[3.003971]	[0.09400000000000007]
[3.073764]	[0.09600000000000007]
[3.0039566]	[0.09800000000000007]
[3.0732427]	[0.10000000000000007]
[3.0039356]	[0.10200000000000008]
[3.005107]	[0.10400000000000008]
[3.0779908]	[0.10600000000000008]
[3.0040584]	[0.10800000000000008]
[3.0774524]	[0.11000000000000008]
[3.0040503]	[0.11200000000000009]
[3.0753188]	[0.11400000000000009]
[3.0040226]	[0.11600000000000009]
[3.0754805]	[0.11800000000000009]
[3.004005]	[0.12000000000000009]
[3.0747893]	[0.1220000000000001]
[3.0039856]	[0.1240000000000001]
[3.0750682]	[0.12600000000000008]
[3.0040004]	[0.12800000000000009]
[3.0751376]	[0.1300000000000001]
[3.0039802]	[0.1320000000000001]
[3.0739563]	[0.1340000000000001]
[3.003954]	[0.1360000000000001]
[3.0732539]	[0.1380000000000001]
[3.0039692]	[0.1400000000000001]
[3.0728605]	[0.1420000000000001]
[3.0039563]	[0.1440000000000001]
[3.0731208]	[0.1460000000000001]
[3.0040965]	[0.1480000000000001]
[3.0050375]	[0.1500000000000001]
[3.0780225]	[0.1520000000000001]
[3.004055]	[0.1540000000000001]
[3.0762916]	[0.1560000000000001]
