[2.9635313]	[0.002]
[3.006391]	[0.004]
[3.0059817]	[0.006]
[3.0059643]	[0.008]
[3.0059474]	[0.01]
[3.0059264]	[0.012]
[3.0059154]	[0.014]
[3.0058973]	[0.016]
[3.0058794]	[0.018000000000000002]
[3.0058575]	[0.020000000000000004]
[3.0058408]	[0.022000000000000006]
[3.005825]	[0.024000000000000007]
[3.0054061]	[0.02600000000000001]
[3.0053844]	[0.02800000000000001]
[3.0053668]	[0.030000000000000013]
[3.0793817]	[0.032000000000000015]
[3.0045156]	[0.034000000000000016]
[3.0789595]	[0.03600000000000002]
[3.0046666]	[0.03800000000000002]
[3.0785196]	[0.04000000000000002]
[3.004643]	[0.04200000000000002]
[3.0784144]	[0.044000000000000025]
[3.004615]	[0.04600000000000003]
[3.0785606]	[0.04800000000000003]
[3.0047624]	[0.05000000000000003]
[3.078678]	[0.05200000000000003]
[3.004735]	[0.054000000000000034]
[3.0791302]	[0.056000000000000036]
[3.0047278]	[0.05800000000000004]
[3.07929]	[0.06000000000000004]
[3.0047073]	[0.06200000000000004]
[3.0793529]	[0.06400000000000004]
[3.004685]	[0.06600000000000004]
[3.079503]	[0.06800000000000005]
[3.0046706]	[0.07000000000000005]
[3.0795085]	[0.07200000000000005]
[3.0046802]	[0.07400000000000005]
[3.0795813]	[0.07600000000000005]
[3.0046587]	[0.07800000000000006]
[3.079552]	[0.08000000000000006]
[3.004636]	[0.08200000000000006]
[3.0796485]	[0.08400000000000006]
[3.0046518]	[0.08600000000000006]
[3.0798624]	[0.08800000000000006]
[3.0047953]	[0.09000000000000007]
[3.080029]	[0.09200000000000007]
[3.0047603]	[0.09400000000000007]
[3.080163]	[0.09600000000000007]
[3.0047386]	[0.09800000000000007]
[3.0802379]	[0.10000000000000007]
[3.004753]	[0.10200000000000008]
[3.080502]	[0.10400000000000008]
[3.004729]	[0.10600000000000008]
[3.0801919]	[0.10800000000000008]
[3.0047057]	[0.11000000000000008]
[3.0801082]	[0.11200000000000009]
[3.0046868]	[0.11400000000000009]
[3.080162]	[0.11600000000000009]
[3.0046623]	[0.11800000000000009]
[3.0804608]	[0.12000000000000009]
[3.0046453]	[0.1220000000000001]
[3.0803976]	[0.1240000000000001]
[3.0046208]	[0.12600000000000008]
[3.0807722]	[0.12800000000000009]
[3.073796]	[0.1300000000000001]
[3.004799]	[0.1320000000000001]
[3.075964]	[0.1340000000000001]
[3.0048075]	[0.1360000000000001]
[3.0772073]	[0.1380000000000001]
[3.0048177]	[0.1400000000000001]
[3.0763645]	[0.1420000000000001]
[3.0044007]	[0.1440000000000001]
[3.0768747]	[0.1460000000000001]
[3.0043745]	[0.1480000000000001]
[3.077515]	[0.1500000000000001]
