[[0.7970504162428892, 0.2673076072268205, -0.12129848219623622, 0.014814764264558607, -0.015013124824832287, 0.16784585493855916]]	[[0.07284306533199834, -0.5708358403120775, 0.28496710826051175, 1.209063279994573, -2.899612451960601, -6.744130443902705e-05]]
[[0.4482314077746644, 0.16373205920760672, -0.15037097167024024, 0.008792404887032403, -0.006575805547591652, 0.17085719362455173]]	[[0.07280709120438268, -0.5708323483300395, 0.2849835216731813, -1.2090257000047986, 2.899621477547255, 6.719606035104476e-05]]
[[0.5357163153843956, 0.10664920367532293, -0.029869870053303257, 0.0036118700650632674, -0.010952816790248723, 0.1670009102328944]]	[[0.07281908848989667, -0.5708322712868049, 0.28499257659425564, 1.2090410347540255, -2.899607463314156, -1.2297335531685633e-05]]
[[1.0624659854911827, 0.5114409691547606, 0.039062410834832466, 0.015424731732918357, -0.024924821680672008, 0.16531157837231616]]	[[0.07283339884406306, -0.5708255981059256, 0.28501258420429554, -1.2090792642699233, 2.899601790888125, -4.5089778762914054e-05]]
[[0.5412037015832185, -0.16660437239198586, 0.0848211001658554, 0.0024102106664974847, -0.008112328444029218, 0.16957269647803078]]	[[0.07283933611470865, -0.5708346496103576, 0.2849945444638503, -1.2090864034201616, 2.8995707784356948, 2.7001832269234915e-05]]
[[0.5709713507143892, -0.01425260889690233, -0.04021958965523582, 0.005519418456125472, -0.006798113140608093, 0.1656649091360931]]	[[0.07284452537000632, -0.5708328355828344, 0.28500121635748726, -1.209091191877965, 2.899582138801097, 8.910851583686876e-06]]
[[0.4525300088375151, 0.12795963207042763, -0.019418407725527123, 0.00780704466545422, -0.005379596898521942, 0.17093220428012648]]	[[0.07281784831934597, -0.5708309519911391, 0.28496436142212966, -1.2090296463871655, 2.899580501906004, 6.492287431171518e-05]]
[[0.3424017443277551, -0.2639640039855933, 0.13508386386946927, -0.0011086569789447334, -0.004338885530832333, 0.17291810540832364]]	[[0.0728191650427894, -0.5708439976605079, 0.28500441430777224, -1.2089468588789505, 2.899578964388488, -6.871173670176091e-05]]
[[0.7479273708737977, -0.12077716964376511, 0.027567349859084617, 0.0016358953302386516, -0.015164821421232197, 0.1690658125768745]]	[[0.07283504675157737, -0.5708387937249596, 0.2850165689062244, -1.2090315875711546, 2.8995833468613967, -8.553183726178557e-05]]
[[0.4050497400474865, -0.1442871014878185, -0.11440898624224226, 0.0009112007372541401, -0.005859973263805545, 0.16916793828983795]]	[[0.07284171036089661, -0.5708322333789039, 0.28497137336561246, 1.2090461634519984, -2.899620001977021, -8.653179348859815e-05]]
[[0.7805022790362701, 0.10581215570481745, 0.005313235011180965, 0.008128125552657815, -0.00890581206762273, 0.16804210877788595]]	[[0.07283983371545572, -0.5708237835083048, 0.284975301367712, -1.2090955580950586, 2.899592295869624, 6.719383164140055e-05]]
